,Annual average(鈩?,Annual mean of daily maximum(鈩?,Annual mean of daily minimum(鈩?,Sampling month average(鈩?,Sampling moment(鈩?,Annual(mm),Sampling month(mm),GDP per capita (dollars),City population,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,BOD-Removal rate,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,COD-Removal rate,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,NH4-Removal rate,TN:(mg/l):Inf,TN:Aeration tank inf,TN-Removal rate,TP:(mg/l):Inf,TP:Aeration tank inf,TP-Removal rate,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
622,10,26,-13,19,10.65714,1202,101,83088,1217378,16277.27067,31.605,1.5,17.2,197.2,129.7368421,222.9448,0.98346856,430.1086,245.8166,444.2271,36.23311,28.4,20.95466,0.997183099,23.7,40.2121,0.73164557,5.16,5.0762,0.974806202,0.1050774,3804,2,6.67,20,1285.803279,197.4546,43.515625,34.3203125,1.2421875,0.3125,0.55859375,2.02734375,2.19140625,1.4921875,5.9609375,3.25,0.83984375,1.5859375,1.62890625,0.15625,0.1015625,0.171875,0.3984375,0.00390625,0.06640625,0.01171875,0.1640625
623,10,26,-13,19,10.65714,1202,101,83088,1217378,16277.27067,31.605,1.5,17.2,197.2,129.7368421,222.9448,0.98346856,430.1086,245.8166,444.2271,36.23311,28.4,20.95466,0.997183099,23.7,40.2121,0.73164557,5.16,5.0762,0.974806202,0.1050774,3804,2,6.67,20,1285.803279,197.4546,43.515625,30.84765625,1.375,0.42578125,0.765625,2.51171875,1.78515625,2.92578125,4.984375,3.51953125,1.05078125,3.68359375,1.5546875,0.109375,0.08203125,0.21484375,0.375,0.01171875,0.02734375,0.05078125,0.18359375
624,10,26,-13,19,10.65714,1202,101,83088,1217378,16277.27067,31.605,1.5,17.2,197.2,129.7368421,222.9448,0.98346856,430.1086,245.8166,444.2271,36.23311,28.4,20.95466,0.997183099,23.7,40.2121,0.73164557,5.16,5.0762,0.974806202,0.1050774,3804,2,6.67,20,1285.803279,197.4546,45.4921875,30.30859375,1.3359375,0.3515625,0.5625,2.1640625,1.98828125,2.265625,5.1875,3.375,0.99609375,3.04296875,1.74609375,0.1328125,0.09765625,0.25390625,0.41015625,0.0234375,0.0390625,0.02734375,0.19921875
625,10,26,-13,19,10.65714,1202,101,83088,1217378,16277.27067,31.605,1.5,17.2,197.2,129.7368421,222.9448,0.98346856,430.1086,245.8166,444.2271,36.23311,28.4,20.95466,0.997183099,23.7,40.2121,0.73164557,5.16,5.0762,0.974806202,0.1050774,3804,2,6.67,20,1285.803279,197.4546,51.20703125,20.35546875,1.08203125,0.34375,0.62890625,2.65625,1.2890625,2.5546875,5.75,5.0234375,1.078125,4.28515625,2.06640625,0.171875,0.14453125,0.5,0.46875,0.03125,0.21484375,0.09375,0.0546875
626,10,26,-13,19,10.65714,1202,101,83088,1217378,16277.27067,31.605,1.5,17.2,197.2,129.7368421,222.9448,0.98346856,430.1086,245.8166,444.2271,36.23311,28.4,20.95466,0.997183099,23.7,40.2121,0.73164557,5.16,5.0762,0.974806202,0.1050774,3804,2,6.67,20,1285.803279,197.4546,55.2421875,19.26953125,0.859375,0.37109375,0.58203125,2.40625,1.109375,1.875,5.66015625,4.6796875,1.0078125,3.19921875,2.05859375,0.1796875,0.19921875,0.46875,0.38671875,0.01953125,0.23046875,0.125,0.0703125
627,10,26,-13,19,10.65714,1202,101,83088,1217378,16277.27067,31.605,1.5,17.2,197.2,129.7368421,222.9448,0.98346856,430.1086,245.8166,444.2271,36.23311,28.4,20.95466,0.997183099,23.7,40.2121,0.73164557,5.16,5.0762,0.974806202,0.1050774,3804,2,6.67,20,1285.803279,197.4546,55.29296875,18.18359375,0.91796875,0.4296875,0.69921875,2.5,1.21875,2.0859375,5.390625,4.84375,1.08984375,3.87109375,1.984375,0.19140625,0.17578125,0.33203125,0.35546875,0.03515625,0.20703125,0.1328125,0.0625
628,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,58.5546875,22.84375,1.171875,0.52734375,0.8828125,2.046875,1.359375,0.57421875,5.078125,2.4765625,1.03515625,0.8984375,1.14453125,0.30859375,0.03125,0.2734375,0.171875,0,0.05078125,0.53125,0.0390625
629,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,59.97265625,22.609375,1.3203125,0.58203125,0.74609375,1.625,1.421875,0.359375,5.04296875,2.16796875,1.12109375,0.46875,1.46484375,0.23046875,0.03125,0.2890625,0.18359375,0,0.046875,0.265625,0.05078125
630,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,54.60546875,25.24609375,1.515625,0.703125,0.88671875,1.94140625,1.65625,0.57421875,5.5,2.5546875,1.24609375,0.7421875,1.5078125,0.32421875,0.05078125,0.33984375,0.17578125,0.00390625,0.0859375,0.28125,0.05859375
631,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,56.60546875,24.51953125,1.65234375,0.6015625,0.69921875,1.83203125,1.515625,0.54296875,5.6015625,1.89453125,1.28515625,0.6953125,1.30078125,0.1953125,0.05078125,0.32421875,0.19140625,0.00390625,0.0625,0.375,0.05078125
632,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,55.48828125,24.953125,1.5,0.64453125,0.875,2.07421875,1.2421875,0.61328125,6.14453125,2.1171875,1.08984375,0.80859375,1.20703125,0.171875,0.0390625,0.2734375,0.2109375,0,0.07421875,0.40625,0.06640625
633,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,58.7734375,22.94140625,1.48046875,0.5078125,0.62890625,1.6328125,1.43359375,0.53125,5.65234375,1.7109375,1.06640625,0.6953125,1.5703125,0.1953125,0.04296875,0.390625,0.171875,0,0.05859375,0.45703125,0.05859375
634,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,52.49609375,23.671875,1.16796875,0.85546875,0.8671875,1.91796875,1.5703125,0.74609375,8.6015625,3.03515625,0.73046875,0.984375,2.02734375,0.35546875,0.04296875,0.3515625,0.27734375,0,0.03515625,0.1640625,0.1015625
635,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,52.8828125,23.6640625,1.140625,0.8203125,0.890625,1.671875,1.578125,0.6796875,8.703125,3.09765625,0.74609375,0.9140625,1.7734375,0.38671875,0.06640625,0.3828125,0.30078125,0.0078125,0.0234375,0.19921875,0.0703125
636,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,53.48046875,22.64453125,1.13671875,0.54296875,0.83984375,1.6640625,1.234375,0.84765625,10.19921875,2.93359375,0.67578125,1.0078125,1.46484375,0.3671875,0.01953125,0.40234375,0.2734375,0,0.01171875,0.22265625,0.03125
637,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,51.4765625,24.20703125,1.12109375,0.87890625,0.68359375,1.6796875,1.55078125,0.7109375,9.875,2.76171875,0.77734375,0.9296875,2.0234375,0.3515625,0.03515625,0.390625,0.23046875,0,0.03515625,0.17578125,0.10546875
638,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,47.8203125,27.0390625,1.4453125,1.0390625,0.9375,1.69140625,1.51171875,0.8359375,10.16796875,2.6953125,0.8203125,0.9921875,1.7578125,0.33203125,0.04296875,0.36328125,0.234375,0,0.04296875,0.15234375,0.078125
639,12,30,-21,25,10.65714,978,102,42525,188712.522,56402.63558,19.23245,14,12,293,195.3333333,117,0.972696246,543,362,246,0.939226519,24,20,0.978333333,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0,1355,2,7.1,20,1285.803279,197.4546,54.46875,22.48828125,0.99609375,0.5859375,0.78125,1.53125,1.44921875,0.6484375,10.23046875,2.671875,0.62109375,0.953125,1.4921875,0.23046875,0.03515625,0.3046875,0.26953125,0.00390625,0.015625,0.17578125,0.046875
640,8,28,-23,23,10.65714,917,103,58861,9568133,35961.41195,5.4,5.4,11,192,112.9411765,222.9448,0.989583333,430.1086,245.8166,444.2271,36.23311,21.7,20.95466,0.994009217,42.18083,40.2121,10.25516,5.5,5.0762,0.381818182,0.05,2050,2.81,7.3,22.78,1285.803279,197.4546,46.58203125,23.74609375,0.6015625,0.4921875,0.56640625,2.39453125,2.328125,2.24609375,11.77734375,2.78125,1.875,0.6875,2.484375,0.2109375,0.2265625,0.3125,0.2890625,0.0546875,0.109375,0.125,0.109375
641,8,28,-23,23,10.65714,917,103,58861,9568133,35961.41195,5.4,5.4,11,192,112.9411765,222.9448,0.989583333,430.1086,245.8166,444.2271,36.23311,21.7,20.95466,0.994009217,42.18083,40.2121,10.25516,5.5,5.0762,0.381818182,0.05,2050,2.81,7.3,22.78,1285.803279,197.4546,46.86328125,22.42578125,0.45703125,0.578125,0.79296875,2.921875,2.34765625,2.625,10.57421875,3.1953125,2.22265625,0.87109375,2.58203125,0.234375,0.265625,0.484375,0.328125,0.05859375,0.05859375,0.04296875,0.0703125
642,8,28,-23,23,10.65714,917,103,58861,9568133,35961.41195,5.4,5.4,11,192,112.9411765,222.9448,0.989583333,430.1086,245.8166,444.2271,36.23311,21.7,20.95466,0.994009217,42.18083,40.2121,10.25516,5.5,5.0762,0.381818182,0.05,2050,2.81,7.3,22.78,1285.803279,197.4546,47.90234375,20.27734375,0.50390625,0.5390625,0.953125,3.31640625,2.28515625,3.12890625,9.80859375,3.796875,1.91015625,1.390625,2.71875,0.2734375,0.22265625,0.53125,0.1953125,0.046875,0.03515625,0.09375,0.0703125
643,10,30,-22,24,10.65714,921,101,58861,9568133,3406870.606,8.5,4.8,4.4,168,103.7037037,222.9448,0.973214286,430.1086,245.8166,444.2271,36.23311,2.3,20.95466,0.895652174,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,5000,7.76,7.2,22.2,1285.803279,197.4546,50.2734375,23.69140625,0.80859375,0.33984375,1.48046875,1.73828125,1.88671875,1.2109375,9.01171875,2.33203125,1.03515625,2.41796875,1.62890625,0.71875,0.046875,0.30078125,0.625,0.046875,0.1015625,0.15625,0.1484375
644,10,30,-22,24,10.65714,921,101,58861,9568133,3406870.606,8.5,4.8,4.4,168,103.7037037,222.9448,0.973214286,430.1086,245.8166,444.2271,36.23311,2.3,20.95466,0.895652174,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,5000,7.76,7.2,22.2,1285.803279,197.4546,49.015625,24.1953125,0.81640625,0.4375,1.359375,1.77734375,1.8671875,1.19140625,9.95703125,1.9375,1.09765625,2.703125,1.4453125,0.70703125,0.05078125,0.35546875,0.65234375,0.0546875,0.1171875,0.15625,0.10546875
645,10,30,-22,24,10.65714,921,101,58861,9568133,3406870.606,8.5,4.8,4.4,168,103.7037037,222.9448,0.973214286,430.1086,245.8166,444.2271,36.23311,2.3,20.95466,0.895652174,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,5000,7.76,7.2,22.2,1285.803279,197.4546,50.3515625,23.47265625,0.8828125,0.46875,1.1953125,1.86328125,1.83984375,1.25390625,9.4609375,1.875,1.08984375,2.48046875,1.66796875,0.66015625,0.0703125,0.30078125,0.69140625,0.0390625,0.0546875,0.18359375,0.09765625
646,9,29,-23,24,10.65714,907,100,58861,9568133,124918.5889,10,10,8,138,81.17647059,222.9448,0.985507246,430.1086,245.8166,444.2271,36.23311,15.5,20.95466,0.982580645,30.2,40.2121,0.602649007,6.274391,5.0762,1.360973,0.1050774,2578,3.6,7.4,21.6,1285.803279,197.4546,46.46484375,23.82421875,0.68359375,0.30078125,2.98828125,0.84375,1.64453125,1.9296875,9.08984375,6.66796875,1.38671875,0.92578125,0.57421875,0.9921875,0.0234375,0.23828125,1.1640625,0.0234375,0.109375,0.05859375,0.06640625
647,9,29,-23,24,10.65714,907,100,58861,9568133,124918.5889,10,10,8,138,81.17647059,222.9448,0.985507246,430.1086,245.8166,444.2271,36.23311,15.5,20.95466,0.982580645,30.2,40.2121,0.602649007,6.274391,5.0762,1.360973,0.1050774,2578,3.6,7.4,21.6,1285.803279,197.4546,42.58984375,26.78515625,0.84375,0.44921875,2.13671875,1.05859375,2.2109375,2.609375,11.1328125,3.546875,1.85546875,1.0703125,0.72265625,0.8984375,0.05078125,0.265625,1.45703125,0.01171875,0.17578125,0.0625,0.06640625
648,9,29,-23,24,10.65714,907,100,58861,9568133,124918.5889,10,10,8,138,81.17647059,222.9448,0.985507246,430.1086,245.8166,444.2271,36.23311,15.5,20.95466,0.982580645,30.2,40.2121,0.602649007,6.274391,5.0762,1.360973,0.1050774,2578,3.6,7.4,21.6,1285.803279,197.4546,43.1875,25.91796875,0.78515625,0.5,2.13671875,1.13671875,2.19921875,2.859375,11.19140625,3.5703125,1.625,1.21875,0.78515625,0.77734375,0.05078125,0.359375,1.4453125,0.01171875,0.12109375,0.05859375,0.0625
649,9,29,-23,23,10.65714,912,101,58861,9568133,94256.75342,5.8,5.8,5.3,158,85.40540541,222.9448,0.984810127,430.1086,245.8166,444.2271,36.23311,16.3,20.95466,0.993251534,29.7,40.2121,0.498316498,5.1,5.0762,0.57254902,0.1050774,3119,4.8,7.8,21.1,1285.803279,197.4546,47.40234375,19.62109375,0.58984375,0.44140625,0.7265625,1.22265625,2.203125,1.74609375,15.5625,5.34375,1.0625,1.53125,0.72265625,0.37109375,0.04296875,0.23046875,0.90234375,0,0.20703125,0.06640625,0.00390625
650,9,29,-23,23,10.65714,912,101,58861,9568133,94256.75342,5.8,5.8,5.3,158,85.40540541,222.9448,0.984810127,430.1086,245.8166,444.2271,36.23311,16.3,20.95466,0.993251534,29.7,40.2121,0.498316498,5.1,5.0762,0.57254902,0.1050774,3119,4.8,7.8,21.1,1285.803279,197.4546,50.3515625,18.21875,0.5390625,0.4453125,0.82421875,1.1796875,1.9609375,1.7578125,15.1640625,3.98046875,0.90234375,1.80078125,0.80078125,0.375,0.03125,0.28515625,1.1015625,0,0.15234375,0.1171875,0.01171875
651,9,29,-23,23,10.65714,912,101,58861,9568133,94256.75342,5.8,5.8,5.3,158,85.40540541,222.9448,0.984810127,430.1086,245.8166,444.2271,36.23311,16.3,20.95466,0.993251534,29.7,40.2121,0.498316498,5.1,5.0762,0.57254902,0.1050774,3119,4.8,7.8,21.1,1285.803279,197.4546,48.125,20.72265625,0.65234375,0.4765625,0.69921875,1.63671875,2.234375,1.73828125,14.5546875,3.5625,1.03125,1.91015625,0.765625,0.30859375,0.0234375,0.2734375,0.953125,0.01171875,0.1953125,0.10546875,0.01953125
652,9,29,-23,23,10.65714,912,101,58861,9568133,94256.75342,5.8,5.8,18.6,158,85.40540541,222.9448,0.984810127,430.1086,245.8166,444.2271,36.23311,16.3,20.95466,0.993251534,29.7,40.2121,0.498316498,5.1,5.0762,0.57254902,0.1050774,2610,5.4,7.8,21.1,1285.803279,197.4546,44.546875,21.65625,0.4375,0.25390625,0.765625,1.46484375,1.734375,0.9765625,19.38671875,4.1953125,0.828125,1.28125,0.69921875,0.51953125,0.03515625,0.16796875,0.76953125,0.0078125,0.1875,0.04296875,0.04296875
653,9,29,-23,23,10.65714,912,101,58861,9568133,94256.75342,5.8,5.8,18.6,158,85.40540541,222.9448,0.984810127,430.1086,245.8166,444.2271,36.23311,16.3,20.95466,0.993251534,29.7,40.2121,0.498316498,5.1,5.0762,0.57254902,0.1050774,2610,5.4,7.8,21.1,1285.803279,197.4546,46.2109375,21.32421875,0.41015625,0.20703125,0.6796875,1.41796875,1.859375,1.171875,19.52734375,2.7265625,0.78515625,1.484375,0.609375,0.359375,0.05859375,0.1796875,0.7109375,0.00390625,0.2109375,0.0390625,0.0234375
654,9,29,-23,23,10.65714,912,101,58861,9568133,94256.75342,5.8,5.8,18.6,158,85.40540541,222.9448,0.984810127,430.1086,245.8166,444.2271,36.23311,16.3,20.95466,0.993251534,29.7,40.2121,0.498316498,5.1,5.0762,0.57254902,0.1050774,2610,5.4,7.8,21.1,1285.803279,197.4546,44.78125,22.37890625,0.48046875,0.3515625,0.69921875,1.53515625,2.16015625,1.25,18.58203125,2.55078125,0.97265625,1.6796875,0.7734375,0.48046875,0.05859375,0.24609375,0.73828125,0.00390625,0.2265625,0.0234375,0.02734375
655,9,29,-23,23,10.65714,907,99,58861,9568133,851339.1102,19.23245,5.8,11,103,63.77708978,222.9448,0.961165049,430.1086,245.8166,444.2271,36.23311,12.5,20.95466,0.9808,21.4,40.2121,0.929906542,6.274391,5.0762,1.360973,0,2370,6.8,7.19,21.4,1285.803279,197.4546,46.20703125,22.26171875,0.6015625,0.54296875,0.8125,2,2.0078125,1.59375,17.08984375,2.40234375,0.6953125,1.37890625,0.76953125,0.51953125,0.0703125,0.28125,0.5625,0,0.08984375,0.0703125,0.04296875
656,9,29,-23,23,10.65714,907,99,58861,9568133,851339.1102,19.23245,5.8,11,103,63.77708978,222.9448,0.961165049,430.1086,245.8166,444.2271,36.23311,12.5,20.95466,0.9808,21.4,40.2121,0.929906542,6.274391,5.0762,1.360973,0,2370,6.8,7.19,21.4,1285.803279,197.4546,44.76171875,24.1015625,0.70703125,0.63671875,0.7890625,2.4609375,2.47265625,1.9765625,13.2109375,3.3828125,0.8203125,1.37890625,0.9609375,0.51953125,0.1171875,0.52734375,1.01171875,0.01171875,0.05859375,0.08203125,0.01171875
657,9,29,-23,23,10.65714,907,99,58861,9568133,851339.1102,19.23245,5.8,11,103,63.77708978,222.9448,0.961165049,430.1086,245.8166,444.2271,36.23311,12.5,20.95466,0.9808,21.4,40.2121,0.929906542,6.274391,5.0762,1.360973,0,2370,6.8,7.19,21.4,1285.803279,197.4546,47.17578125,23.24609375,0.5703125,0.58984375,0.51953125,1.6171875,2.19140625,1.2109375,15.65625,2.3828125,0.828125,0.68359375,1.06640625,0.62890625,0.09375,0.48828125,0.8515625,0.00390625,0.0546875,0.08984375,0.05078125
658,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,49.26953125,30.734375,1.296875,1.01953125,1.99609375,0.2578125,1.59375,0.96484375,1.87890625,6.75,0.6328125,1,0.28515625,1.42578125,0.12109375,0.13671875,0.53125,0.046875,0.01171875,0.03515625,0.01171875
659,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,46.421875,32.72265625,1.20703125,1.03515625,2.03515625,0.2421875,1.51953125,0.78125,1.85546875,8.12109375,0.6796875,0.76953125,0.2109375,1.49609375,0.07421875,0.125,0.6015625,0.046875,0.01953125,0.01953125,0.015625
660,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,38.40625,37.953125,1.48046875,1.19921875,2.234375,0.18359375,1.54296875,0.5234375,1.42578125,11.484375,0.7109375,0.46484375,0.13671875,1.3828125,0.140625,0.0625,0.55859375,0.06640625,0.02734375,0.01171875,0.00390625
661,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,40.078125,38.421875,1.6328125,1.1953125,1.85546875,0.171875,1.34765625,0.5,1.3671875,10.04296875,0.6796875,0.3671875,0.12890625,1.40234375,0.1328125,0.13671875,0.4609375,0.04296875,0.01171875,0.01171875,0.01171875
662,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,44.796875,31.484375,1.40234375,1.03125,2.09765625,0.1953125,1.359375,0.7109375,1.55859375,11.51171875,0.6328125,0.671875,0.1875,1.48046875,0.1015625,0.15625,0.5703125,0.01171875,0.015625,0.01953125,0.00390625
663,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,49.08203125,31.69140625,1.4296875,1.10546875,1.6171875,0.25,1.74609375,0.66796875,1.72265625,6.9140625,0.6796875,0.6953125,0.15234375,1.50390625,0.0859375,0.078125,0.5,0.0390625,0.01953125,0.00390625,0.015625
664,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,49.66015625,30.30078125,1.77734375,1.1640625,1.83984375,0.23828125,1.73828125,0.8671875,1.73046875,6.57421875,0.65625,0.80078125,0.16796875,1.4921875,0.11328125,0.16796875,0.6328125,0.046875,0.015625,0.00390625,0.01171875
665,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,48.25390625,32.86328125,1.6796875,1.11328125,1.84375,0.28125,1.58203125,0.8671875,1.78515625,5.390625,0.7734375,0.92578125,0.203125,1.5234375,0.11328125,0.12890625,0.5703125,0.05859375,0.01953125,0.015625,0.0078125
666,16,29,-10,26,10.65714,1380,88,38320,591518.7891,160102.4,19.23245,9.718041,15.25832,202.1696,116.8853,222.9448,6.525154,430.1086,245.8166,444.2271,36.23311,26.64511,20.95466,2.475801,42.18083,40.2121,10.25516,6.274391,5.0762,1.360973,0.1050774,3464.726266,2.664488,7.096624,23.402141,1285.803279,197.4546,40.63671875,42.11328125,1.65625,1.06640625,1.28515625,0.1640625,1.48046875,0.53515625,1.7578125,5.75,0.796875,0.29296875,0.13671875,1.55078125,0.1484375,0.125,0.43359375,0.01953125,0.01171875,0.01953125,0.01953125
667,19,33,-7,29,10.65714,919,52,59483,6937652,331223.5311,20,9.718041,15,362,116.8853,66,0.997513812,750,245.8166,190,0.84,23.4,19.4,0.987179487,42.18083,40.2121,10.25516,16.4,15.1,0.365853659,0.1050774,3464.726266,4,7,23.402141,1285.803279,197.4546,32.96875,32.01953125,1.0234375,1.69921875,0.9296875,2.94921875,2.5703125,1.3203125,7.6484375,7.1796875,2.19140625,0.78515625,3.87890625,0.3984375,0.52734375,0.53515625,0.8046875,0.05078125,0.171875,0.15625,0.19140625
668,19,33,-7,29,10.65714,919,52,59483,6937652,331223.5311,20,9.718041,15,362,116.8853,66,0.997513812,750,245.8166,190,0.84,23.4,19.4,0.987179487,42.18083,40.2121,10.25516,16.4,15.1,0.365853659,0.1050774,3464.726266,4,7,23.402141,1285.803279,197.4546,34.19921875,28.22265625,0.88671875,1.390625,1.27734375,3.12109375,2.9765625,1.6484375,6.7265625,9.54296875,1.6875,0.9765625,4.64453125,0.4296875,0.4140625,0.578125,0.62109375,0.04296875,0.140625,0.22265625,0.25
669,19,33,-7,29,10.65714,919,52,59483,6937652,331223.5311,20,9.718041,15,362,116.8853,66,0.997513812,750,245.8166,190,0.84,23.4,19.4,0.987179487,42.18083,40.2121,10.25516,16.4,15.1,0.365853659,0.1050774,3464.726266,4,7,23.402141,1285.803279,197.4546,30.3671875,33.3828125,1.0234375,1.9140625,1.1015625,2.5078125,3.16796875,1.60546875,7.12890625,7.19140625,2.12109375,0.8046875,4.3828125,0.4765625,0.6796875,0.6484375,0.8515625,0.05078125,0.171875,0.16015625,0.26171875
