,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
531,76800,2,1.26,2,2136,1.73,7.43,20.5,1285.803279,197.4546,64.28125,22.19921875,0.69140625,0.203125,2.12890625,0.2890625,1.05859375,0.484375,0.78125,3.42578125,0.5703125,0.7890625,0.21484375,1.86328125,0,0.078125,0.875,0.03125,0.00390625,0.03125,0
532,76800,2,1.26,2,2136,1.7,7.56,20.5,1285.803279,197.4546,63.2890625,23.06640625,0.921875,0.19140625,2.16015625,0.30859375,0.8515625,0.453125,0.69140625,3.47265625,0.6953125,0.7421875,0.1484375,1.9140625,0.0078125,0.0703125,0.94140625,0.0390625,0.00390625,0.0234375,0.0078125
533,76800,2,1.26,2,2528,1.5,7.47,20.5,1285.803279,197.4546,61.515625,30.41796875,0.31640625,0.125,1.1875,0.33203125,0.6484375,0.609375,0.3984375,2.22265625,0.28125,0.92578125,0.0546875,0.6640625,0.00390625,0.03125,0.25,0,0,0.01171875,0.00390625
534,76800,2,1.26,2,2528,0.12,7.45,20.5,1285.803279,197.4546,28.8828125,34.00390625,1.23828125,1.625,4.67578125,0.68359375,1.81640625,7.328125,0.8671875,4.9140625,0.40625,1.4375,1.2890625,5.375,0.19921875,0.02734375,3.6015625,1.29296875,0.16796875,0.09375,0.07421875
535,76800,2,1.26,2,2528,3.32,7.38,20.5,1285.803279,197.4546,61.796875,29.39453125,0.30859375,0.13671875,1.36328125,0.37109375,0.875,0.5859375,0.31640625,2.22265625,0.33203125,1.2109375,0.1015625,0.640625,0,0.046875,0.26953125,0.0078125,0.00390625,0.01171875,0.00390625
536,517277,9,5,15.25832,3464.726266,0.7,7.29,32.4,1285.803279,197.4546,24.50390625,49.70703125,2.51953125,0.87890625,0.953125,1.69921875,0.64453125,4.68359375,3.18359375,2.80078125,0.67578125,2.09375,3.4609375,0.60546875,0.08203125,0.0703125,0.29296875,0.1640625,0.1953125,0.53515625,0.25
537,517277,9,5,15.25832,3464.726266,0.6,7.29,32.4,1285.803279,197.4546,27.51953125,44.90625,2.296875,0.76171875,0.796875,2.234375,0.6328125,5.04296875,3.3203125,2.76953125,0.8203125,2.6484375,4.08203125,0.625,0.10546875,0.0546875,0.3359375,0.1171875,0.1875,0.49609375,0.24609375
538,517277,9,5,15.25832,3464.726266,0.12,7.29,32.4,1285.803279,197.4546,27.6015625,43.78515625,1.98046875,0.78125,1.41796875,2.27734375,0.6640625,5.5546875,2.84765625,2.5859375,0.69140625,4.04296875,3.9375,0.42578125,0.1015625,0.0546875,0.20703125,0.0703125,0.12890625,0.63671875,0.20703125
539,517277,9,5,15.25832,3464.726266,0.55,7.28,32.7,1285.803279,197.4546,20.8515625,59.0859375,2.515625,0.71875,1.0546875,1.0390625,0.4921875,2.77734375,1.6484375,2.84765625,0.93359375,1.01953125,2.11328125,0.67578125,0.05859375,0.11328125,1.23046875,0.171875,0.11328125,0.41015625,0.12890625
540,517277,9,5,15.25832,3464.726266,0.6,7.28,32.7,1285.803279,197.4546,20.625,63.5546875,2.70703125,0.6796875,0.50390625,0.90234375,0.37890625,1.796875,1.8046875,1.48828125,1.03515625,0.43359375,1.50390625,0.53515625,0.08203125,0.078125,1.265625,0.12890625,0.12109375,0.296875,0.078125
541,517277,9,5,15.25832,3464.726266,0.16,7.28,32.7,1285.803279,197.4546,19.4375,66.1171875,2.73828125,0.63671875,0.41796875,0.9375,0.4609375,1.59375,1.45703125,1.36328125,0.984375,0.30078125,1.609375,0.43359375,0.0625,0.08984375,0.80078125,0.14453125,0.0546875,0.30078125,0.05859375
542,517277,9,5,15.25832,3464.726266,0.85,7.28,32.7,1285.803279,197.4546,29.55859375,41.88671875,2.7578125,1.046875,0.6328125,2.77734375,0.80859375,5.453125,4.35546875,2.12890625,1.00390625,2.62890625,2.94140625,0.53515625,0.125,0.07421875,0.33203125,0.15625,0.16796875,0.4765625,0.15234375
543,517277,9,5,15.25832,3464.726266,1.03,7.28,32.7,1285.803279,197.4546,29.390625,42.75,2.41015625,0.828125,0.875,2.29296875,1.3515625,4.22265625,4.2578125,2.9140625,1.08984375,1.84765625,2.77734375,0.453125,0.11328125,0.0859375,1.19921875,0.18359375,0.27734375,0.3828125,0.296875
544,211766.4,15,11,15.25832,3464.726266,1.5,7,24.9,1285.803279,197.4546,27.12890625,51.9140625,2.328125,0.4765625,1.04296875,1.328125,1.625,2.67578125,1.80078125,3.23828125,0.796875,1.3046875,1.56640625,0.671875,0.4140625,0.45703125,0.7421875,0.00390625,0.1328125,0.23046875,0.12109375
545,211766.4,15,11,15.25832,3464.726266,1.5,7,24.9,1285.803279,197.4546,32.00390625,45.078125,1.9921875,0.4765625,1.30859375,1.47265625,1.58203125,3.09375,1.953125,3.78125,0.8203125,2.2109375,1.359375,0.8203125,0.6328125,0.4296875,0.5625,0.0078125,0.12109375,0.19140625,0.1015625
546,211766.4,15,11,15.25832,3464.726266,1.5,7,24.9,1285.803279,197.4546,34.34765625,44.04296875,1.88671875,0.5390625,1.046875,1.3203125,1.4609375,2.734375,1.875,3.58984375,0.84375,2.1328125,1.515625,0.7734375,0.52734375,0.42578125,0.4609375,0.015625,0.1328125,0.23828125,0.08984375
547,211766.4,15,11,15.25832,3464.726266,2.664488,7,24.9,1285.803279,197.4546,33.14453125,46.28515625,1.8046875,0.453125,0.91015625,1.1484375,1.640625,2.41796875,1.8828125,3.60546875,0.99609375,1.66796875,1.3515625,0.85546875,0.453125,0.4296875,0.5625,0.00390625,0.125,0.18359375,0.078125
548,211766.4,15,11,15.25832,3464.726266,2.664488,7,24.9,1285.803279,197.4546,33.64453125,45.2109375,1.8046875,0.40234375,1.0234375,1.15625,1.47265625,2.46484375,2.23046875,4.0234375,0.96875,1.61328125,1.19140625,0.80078125,0.4765625,0.49609375,0.55859375,0.01953125,0.140625,0.19921875,0.1015625
549,211766.4,15,11,15.25832,3464.726266,2.664488,7,24.9,1285.803279,197.4546,32.78125,44.015625,2.1015625,0.40625,1.09375,1.50390625,1.77734375,2.54296875,2.1875,4.4609375,1.03125,1.828125,1.44921875,0.8984375,0.44140625,0.43359375,0.6640625,0.015625,0.1328125,0.140625,0.09375
550,211766.4,15,11,15.25832,3464.726266,2.664488,7,24.9,1285.803279,197.4546,32.1953125,46.3515625,1.5,0.359375,1.09765625,1.13671875,1.3515625,2.33203125,1.71484375,5.71484375,0.83984375,1.65234375,1.31640625,0.88671875,0.3125,0.33984375,0.484375,0.00390625,0.125,0.203125,0.08203125
551,211766.4,15,11,15.25832,3464.726266,2.664488,7,24.9,1285.803279,197.4546,29.4375,48.87109375,1.71484375,0.3203125,1.40234375,1.296875,1.3203125,2.8515625,1.5234375,4.8359375,0.640625,2,1.3125,0.80859375,0.390625,0.4140625,0.46875,0.00390625,0.08984375,0.18359375,0.11328125
552,211766.4,15,11,15.25832,3464.726266,2.664488,7,24.9,1285.803279,197.4546,27.58984375,51.1796875,1.734375,0.375,1.2890625,1.07421875,1.234375,2.44140625,1.24609375,6.28515625,0.57421875,1.3828125,1.1796875,0.66015625,0.50390625,0.47265625,0.421875,0.0078125,0.0703125,0.2109375,0.06640625
553,136274.8242,12,4,16,3500,4.11,6.18,24,1285.803279,197.4546,39.56640625,30.95703125,1.15625,0.94140625,0.6328125,1.90234375,3.53515625,2.08984375,4.31640625,3.23828125,3.17578125,1.5390625,4.05859375,0.44921875,0.21875,0.48046875,0.703125,0.046875,0.5390625,0.2421875,0.2109375
554,136274.8242,12,4,16,3500,1.04,6.18,24,1285.803279,197.4546,39.03515625,31.57421875,1.3125,0.89453125,0.5859375,1.8046875,3.4609375,2.00390625,4.21484375,3.140625,3.55859375,1.2734375,4.14453125,0.51953125,0.2421875,0.55859375,0.671875,0.03125,0.49609375,0.2421875,0.234375
555,136274.8242,12,4,16,3500,0.98,6.18,24,1285.803279,197.4546,40.46484375,26.55859375,0.97265625,0.85546875,0.63671875,2.50390625,3.14453125,2.37890625,5.609375,3.7265625,3.3046875,2.5859375,4.34375,0.56640625,0.19140625,0.5,0.71484375,0.0390625,0.48046875,0.22265625,0.19921875
556,136274.8242,12,4,16,3500,5.21,6.18,24,1285.803279,197.4546,39.4140625,30.078125,1.16015625,0.93359375,0.73828125,1.984375,3.265625,2.1953125,4.4296875,3.6640625,3.26171875,1.625,4.46484375,0.51171875,0.18359375,0.51171875,0.67578125,0.0703125,0.421875,0.203125,0.20703125
557,136274.8242,12,4,16,3500,1.27,6.18,24,1285.803279,197.4546,40.01953125,27.66015625,1.078125,1.01171875,0.62109375,2.1015625,3.1015625,2.50390625,4.60546875,4.375,3.34375,2.8984375,3.9453125,0.6171875,0.2265625,0.4921875,0.5390625,0.02734375,0.41796875,0.21484375,0.19921875
558,136274.8242,12,4,16,3500,0.5,6.18,24,1285.803279,197.4546,38.58984375,29.578125,1.03125,1.078125,0.625,2.27734375,3.5625,2.2734375,4.80078125,3.31640625,3.5390625,2.00390625,4.5234375,0.5,0.26171875,0.44140625,0.62890625,0.0390625,0.44140625,0.2265625,0.26171875
559,136274.8242,12,4,16,3500,3.26,6.18,24,1285.803279,197.4546,42.42578125,24.828125,0.90234375,0.984375,0.734375,2.3046875,3.44140625,2.4453125,5.2265625,4.0234375,3.125,2.9453125,3.94921875,0.6328125,0.17578125,0.40234375,0.64453125,0.01953125,0.4140625,0.2265625,0.1484375
560,136274.8242,12,4,16,3500,1.58,6.18,24,1285.803279,197.4546,40.8828125,29.78515625,0.9453125,0.98828125,0.671875,1.83984375,3.18359375,2.01171875,4.265625,3.36328125,3.05078125,1.63671875,4.51171875,0.515625,0.21875,0.484375,0.62109375,0.05859375,0.4765625,0.24609375,0.2421875
561,136274.8242,12,4,16,3500,0.5,6.18,24,1285.803279,197.4546,37.75,35.296875,1.39453125,0.890625,0.56640625,1.54296875,3.26953125,1.5546875,4.421875,2.37890625,3.54296875,0.6640625,3.6875,0.65625,0.21484375,0.4609375,0.8046875,0.046875,0.5,0.1640625,0.19140625
562,136274.8242,12,4,16,3590,5.68,6.14,24,1285.803279,197.4546,38.890625,34.2109375,1.02734375,1.05859375,0.4140625,1.59765625,3.16015625,1.453125,4.81640625,2.38671875,3.09765625,0.73046875,4.26171875,0.546875,0.27734375,0.46875,0.69140625,0.02734375,0.40234375,0.203125,0.27734375
563,136274.8242,12,4,16,3590,1.79,6.14,24,1285.803279,197.4546,41.16015625,25.31640625,0.8671875,1.12890625,0.640625,2.265625,3.46484375,2.50390625,5.6875,4.40625,2.953125,2.5078125,4.30859375,0.5390625,0.265625,0.43359375,0.703125,0.0234375,0.45703125,0.203125,0.1640625
564,136274.8242,12,4,16,3590,0.59,6.14,24,1285.803279,197.4546,40.10546875,27.27734375,0.85546875,0.96875,0.546875,2.23046875,3.421875,2.21484375,5.796875,3.7265625,2.93359375,2.484375,4.6796875,0.4921875,0.23046875,0.42578125,0.65234375,0.0703125,0.45703125,0.23046875,0.19921875
565,25362.25895,24,3,22,3464.726266,17.6,6.7,12.7,1285.803279,197.4546,54.40625,30.62890625,2.0546875,0.3828125,1.5078125,0.00390625,1.0390625,0.08203125,0.32421875,8.10546875,0.2421875,0.640625,0.23828125,0.3125,0,0,0.02734375,0,0,0,0.00390625
566,25362.25895,24,3,22,3464.726266,18.1,6.7,23.402141,1285.803279,197.4546,54.9453125,29.25390625,1.99609375,0.5703125,1.5234375,0.01171875,1.0546875,0.046875,0.46484375,7.99609375,0.31640625,1.05078125,0.28515625,0.44921875,0,0,0.03125,0,0,0,0.00390625
567,25362.25895,24,3,22,3464.726266,15.9,6.7,23.402141,1285.803279,197.4546,57.5546875,28.66796875,1.79296875,0.34375,1.03125,0.015625,1.265625,0.078125,0.3984375,7.26953125,0.2109375,0.8515625,0.15234375,0.3203125,0.00390625,0,0.03125,0,0.0078125,0,0.00390625
568,25362.25895,24,3,22,2884,10.6,6.7,12.6,1285.803279,197.4546,51.265625,32.9140625,2.3046875,0.390625,1.69140625,0.01171875,1.43359375,0.140625,0.41015625,7.46875,0.3046875,1.140625,0.19921875,0.27734375,0,0,0.04296875,0,0,0,0.00390625
569,25362.25895,24,3,22,3464.726266,15.6,6.8,12,1285.803279,197.4546,48.46875,35.09765625,2.58203125,0.484375,0.9140625,0.01171875,1.06640625,0.03125,0.328125,9.578125,0.28515625,0.55859375,0.1953125,0.3671875,0,0.00390625,0.0234375,0,0,0,0.00390625
570,25362.25895,24,3,22,3464.726266,18.2,6.8,23.402141,1285.803279,197.4546,48.75390625,34.2421875,2.4609375,0.59375,1.4453125,0.01953125,1.21484375,0.11328125,0.3359375,8.6015625,0.23046875,1.3359375,0.25,0.35546875,0,0.0078125,0.03515625,0,0.00390625,0,0
571,25362.25895,24,3,22,3464.726266,15,6.8,23.402141,1285.803279,197.4546,62.25390625,25.9140625,1.5625,0.265625,1.38671875,0.0078125,0.9765625,0.08203125,0.2734375,5.73828125,0.19140625,0.84375,0.1875,0.28515625,0,0.0078125,0.015625,0,0,0,0.0078125
572,25362.25895,24,3,22,2928,10.1,6.8,12.3,1285.803279,197.4546,49.97265625,36.37109375,2.2890625,0.421875,1.35546875,0.01171875,1.109375,0.08984375,0.328125,6.8984375,0.1953125,0.49609375,0.16015625,0.23828125,0,0,0.03515625,0,0.0078125,0.0078125,0.01171875
573,25362.25895,24,3,22,3464.726266,18.3,6.7,23.402141,1285.803279,197.4546,51.21484375,34.51171875,2.1015625,0.48046875,1.0625,0.0078125,0.91796875,0.046875,0.27734375,8.11328125,0.25390625,0.36328125,0.21484375,0.40625,0.00390625,0.0078125,0.0078125,0,0.00390625,0.00390625,0
574,25362.25895,24,3,22,3464.726266,18.2,6.7,23.402141,1285.803279,197.4546,52.05078125,34.22265625,2.12109375,0.43359375,1.08203125,0,1.08984375,0.0625,0.26171875,7.28515625,0.25390625,0.56640625,0.1484375,0.40234375,0,0.00390625,0.015625,0,0,0,0
575,25362.25895,24,3,22,3464.726266,16,6.7,23.402141,1285.803279,197.4546,51.59765625,32.70703125,2.5390625,0.51953125,1.4375,0.0078125,1.26171875,0.09765625,0.41015625,7.7265625,0.29296875,0.86328125,0.16015625,0.31640625,0,0.03125,0.0234375,0,0,0,0.0078125
576,25362.25895,24,3,22,3464.726266,12,6.7,23.402141,1285.803279,197.4546,55.5234375,30.359375,2.01171875,0.40234375,1.87890625,0.015625,1.0078125,0.11328125,0.390625,6.546875,0.25390625,0.83203125,0.24609375,0.3671875,0,0.00390625,0.03515625,0,0,0.00390625,0.0078125
577,639.7345915,33,18,20,7260,0.79,7.07,25.3,1285.803279,197.4546,30.00390625,21.4921875,2.66796875,0.59765625,1.37890625,3.15234375,1.609375,3.94921875,1.62109375,11.78515625,0.65234375,2.48828125,16.11328125,0.7109375,0.0859375,0.4375,0.3359375,0.07421875,0.1640625,0.265625,0.4140625
578,639.7345915,33,18,20,7260,1,7.07,25.3,1285.803279,197.4546,30.4609375,22.828125,2.671875,0.5078125,1.140625,3.3828125,1.73046875,3.52734375,1.7421875,11.984375,0.65234375,3.08984375,13.96875,0.73828125,0.08203125,0.40234375,0.32421875,0.1171875,0.15234375,0.171875,0.32421875
579,639.7345915,33,18,20,7260,1,7.07,25.3,1285.803279,197.4546,33.49609375,25.71875,2.26171875,0.6640625,1.7421875,2.625,1.78515625,2.5078125,2.16796875,10.58203125,0.73828125,2.21484375,10.8046875,0.69140625,0.15625,0.41015625,0.56640625,0.02734375,0.2890625,0.17578125,0.375
580,1843.495539,24,24,21,2066,0.4,6.96,24.8,1285.803279,197.4546,48.59765625,25.24609375,0.5078125,0.33984375,1.1953125,0.671875,1.64453125,2.375,4.46484375,8.58203125,0.55859375,0.5546875,2.2578125,1.3671875,0.0078125,0.19921875,1.0625,0,0.0625,0.08203125,0.22265625
581,1843.495539,24,24,21,2066,0.9,6.96,24.8,1285.803279,197.4546,46.94140625,24.20703125,0.50390625,0.3984375,1.3359375,1.1484375,1.55078125,3.95703125,4.87109375,7.921875,0.66015625,1.40234375,2.0234375,1.26953125,0.01171875,0.2890625,1.07421875,0,0.08203125,0.13671875,0.21484375
582,1843.495539,24,24,21,2066,1.3,6.96,24.8,1285.803279,197.4546,45.30078125,26.5234375,0.578125,0.3359375,1.44921875,1.1953125,1.15625,4.98046875,5.3984375,5.6875,0.48046875,2.03125,2,1.0546875,0.015625,0.27734375,1.05859375,0,0.09375,0.08984375,0.29296875
583,2346.955306,12,3.1,15,7194,0.58,6.85,25.5,1285.803279,197.4546,23.91015625,54.66015625,3.5,0.37890625,0.71875,1.06640625,2.70703125,1.26171875,4.71484375,2.55859375,0.71484375,0.79296875,1.81640625,0.16796875,0.02734375,0.1796875,0.24609375,0,0.45703125,0.04296875,0.078125
584,2346.955306,12,3.1,15,7194,1.01,6.85,25.5,1285.803279,197.4546,24.16796875,51.76171875,4.046875,0.375,0.86328125,1.328125,3.09375,1.578125,4.421875,2.7890625,0.87890625,0.73046875,2.3515625,0.25,0.03125,0.1640625,0.3671875,0.0078125,0.53125,0.08203125,0.1796875
585,2346.955306,12,3.1,15,7194,0.85,6.85,25.5,1285.803279,197.4546,32.37890625,39.34375,1.66796875,0.70703125,1.03125,1.90234375,2.13671875,2.0625,4.96875,4.55859375,0.95703125,1.015625,3.63671875,0.234375,0.12890625,0.28125,2.203125,0.0234375,0.25390625,0.109375,0.3984375
586,1589.872949,36.5,16,30,2184,1.92,6.29,23.7,1285.803279,197.4546,30.59375,25.59765625,5.14453125,1.0546875,1.28515625,7.015625,4.484375,3.99609375,2.6953125,6.41796875,0.89453125,2.2265625,5.953125,0.53515625,0.09765625,0.44140625,0.1875,0.31640625,0.33984375,0.28125,0.44140625
587,1589.872949,36.5,16,30,2184,2.13,6.29,23.7,1285.803279,197.4546,30.6640625,26.23828125,4.23828125,1.10546875,0.96875,6.9375,4.41015625,3.6640625,3.01953125,6.5234375,0.859375,1.71484375,7.0546875,0.60546875,0.08203125,0.41015625,0.234375,0.21875,0.359375,0.296875,0.39453125
588,1589.872949,36.5,16,30,2184,2.44,6.29,23.7,1285.803279,197.4546,32.7265625,24.88671875,3.8203125,1.078125,0.734375,6.8515625,4.06640625,3.43359375,2.65625,6.85546875,0.83984375,1.65234375,7.69921875,0.59375,0.06640625,0.41015625,0.19921875,0.1171875,0.33984375,0.39453125,0.578125
589,1665.581185,38,18,18,1914,2.1,6.89,23.4,1285.803279,197.4546,29.1875,29.0703125,0.6640625,0.44140625,0.546875,2.0078125,1.65234375,2.21875,21.78125,3.91796875,0.99609375,2.03125,3.46484375,0.08203125,0.078125,0.34375,0.94921875,0.00390625,0.03125,0.20703125,0.32421875
590,1665.581185,38,18,18,1914,1.83,6.89,23.4,1285.803279,197.4546,28.94921875,29.21875,0.5859375,0.3671875,0.625,2.0078125,1.3671875,2.515625,21.44921875,4.3515625,0.84375,2.15625,3.7734375,0.0546875,0.078125,0.2890625,0.71875,0,0,0.203125,0.4453125
591,1665.581185,38,18,18,1914,2.37,6.89,23.4,1285.803279,197.4546,27.22265625,31.1640625,0.5,0.375,0.625,1.7890625,1.6484375,1.95703125,23.12890625,3.41015625,0.953125,1.40234375,3.75,0.0859375,0.05859375,0.3203125,0.98046875,0,0.0078125,0.2109375,0.41015625
592,1135.62,19.23245,9.718041,15.25832,2464,1.96,6.82,24.6,1285.803279,197.4546,39.9140625,23.5234375,0.4765625,0.96875,0.515625,2.96484375,1.390625,2.50390625,9.359375,4.21484375,1.2109375,0.48828125,4.83984375,0.0703125,0.15234375,0.57421875,5.67578125,0,0.07421875,0.08984375,0.9921875
593,1135.62,19.23245,9.718041,15.25832,2464,2.13,6.82,24.6,1285.803279,197.4546,38.625,24.65625,0.50390625,0.91015625,0.625,3.0546875,1.4921875,2.74609375,9.61328125,4.1015625,1.3046875,0.7421875,4.50390625,0.0625,0.16015625,0.53515625,5.39453125,0,0.0234375,0.078125,0.8671875
594,1135.62,19.23245,9.718041,15.25832,2464,4.29,6.82,24.6,1285.803279,197.4546,34.3828125,36.37890625,1.34375,0.72265625,0.93359375,1.8671875,1.92578125,2.1953125,5.1953125,4.37109375,1.1171875,1,4.13671875,0.2265625,0.1171875,0.25,2.9765625,0.01171875,0.21875,0.1328125,0.49609375
595,18169.97656,24,15,11,3224,0.09,7.65,25.7,1285.803279,197.4546,46.67578125,31.1015625,1.25390625,0.53515625,0.71484375,1.421875,1.71875,2.5859375,5.90234375,1.83203125,0.72265625,1.2578125,1.953125,0.8125,0.01171875,0.22265625,0.61328125,0.00390625,0.26171875,0.23046875,0.16796875
596,18169.97656,24,15,11,3224,0.57,7.65,25.7,1285.803279,197.4546,45.19921875,31.91796875,1.4453125,0.640625,0.66796875,1.48046875,1.5078125,1.67578125,5.21875,2.609375,0.9453125,0.77734375,2.765625,0.61328125,0.1015625,0.34765625,1.26953125,0.015625,0.19140625,0.19921875,0.41015625
597,18169.97656,24,15,11,3224,3.38,7.65,25.7,1285.803279,197.4546,46.63671875,32.25,1.30859375,0.46484375,0.5234375,1.4765625,1.51953125,2.1171875,5.77734375,1.546875,0.578125,0.78125,2.515625,0.89453125,0.01171875,0.21875,0.5390625,0.0078125,0.19921875,0.27734375,0.35546875
598,287.6912956,19.23245,9.718041,15.25832,3884,3.74,7.35,24.1,1285.803279,197.4546,35.81640625,34.85546875,0.55078125,0.359375,2.92578125,5.2578125,1.2421875,3.8984375,2.76953125,4.41796875,1.06640625,2.19140625,3.48828125,0.05859375,0.0390625,0.26171875,0.58203125,0,0,0.11328125,0.10546875
599,287.6912956,19.23245,9.718041,15.25832,3884,3.3,7.35,24.1,1285.803279,197.4546,35.28515625,33.99609375,0.59765625,0.359375,3.1328125,5.68359375,1.2578125,4.04296875,2.76953125,4.43359375,1.13671875,1.984375,3.90234375,0.04296875,0.0625,0.234375,0.765625,0,0,0.171875,0.140625
600,287.6912956,19.23245,9.718041,15.25832,3884,2.92,7.35,24.1,1285.803279,197.4546,34.54296875,35.22265625,0.50390625,0.30859375,3.3203125,4.88671875,1.39453125,3.8515625,2.99609375,5,1.18359375,2.14453125,3.328125,0.05078125,0.0625,0.2734375,0.71875,0,0,0.09375,0.1171875
601,976.6362403,19.23245,9.718041,2,2360,5.47,7.12,26.6,1285.803279,197.4546,37.0546875,22.921875,0.328125,0.61328125,0.78515625,3.3359375,1.11328125,4.9609375,12.93359375,5.2109375,1.40234375,1.13671875,4.53515625,0.29296875,0.03515625,0.3203125,2.234375,0,0.05078125,0.2265625,0.5078125
602,976.6362403,19.23245,9.718041,2,2360,6.7,7.12,26.6,1285.803279,197.4546,38.48828125,20.25,0.2734375,0.56640625,0.94140625,3.5625,0.9609375,4.4609375,12.75390625,8.17578125,0.9921875,1.8515625,3.9140625,0.171875,0.03515625,0.203125,1.84375,0,0.03515625,0.2109375,0.30859375
603,976.6362403,19.23245,9.718041,2,2360,6.57,7.12,26.6,1285.803279,197.4546,36.953125,21.75390625,0.2734375,0.50390625,0.76171875,3.578125,1.2109375,5.13671875,13.296875,6.015625,1.3984375,1.47265625,4.36328125,0.18359375,0.03515625,0.26953125,2.2265625,0.00390625,0.0234375,0.1640625,0.375
604,1828.353892,55.2,18.6,28.2,2553,4.2,6.6,26,1285.803279,197.4546,49.13671875,22.43359375,1.6640625,1.0859375,0.2734375,3.21484375,3.45703125,2.49609375,4.99609375,2.40234375,1.5625,1.18359375,3.54296875,0.51171875,0.25390625,0.3125,0.3203125,0.20703125,0.46484375,0.2578125,0.22265625
605,1828.353892,55.2,18.6,28.2,2553,2,6.6,26,1285.803279,197.4546,43.390625,25.7265625,2.23046875,1.359375,0.54296875,2.96484375,4.4921875,3.5078125,3.7421875,2.6953125,1.79296875,1.2421875,3.5234375,0.37109375,0.29296875,0.3671875,0.46875,0.20703125,0.60546875,0.35546875,0.12109375
606,1828.353892,55.2,18.6,28.2,2553,3.1,6.6,26,1285.803279,197.4546,47.2890625,24.4921875,2.03515625,1.1875,0.3046875,3.265625,3.77734375,2.390625,4.5234375,2.2421875,1.54296875,1.03125,3.12109375,0.58984375,0.25390625,0.33203125,0.4453125,0.28125,0.4375,0.25,0.20703125
607,4890.752025,74.4,12.6,29,2827,5.4,6.5,26.2,1285.803279,197.4546,39.3203125,21.703125,0.34765625,0.5234375,0.48828125,4.84765625,1.69921875,4.04296875,6.2578125,6.08203125,1.63671875,1.51953125,8.2265625,0.44140625,0.19921875,0.5,1.421875,0.00390625,0.04296875,0.359375,0.3359375
608,4890.752025,74.4,12.6,29,2827,5.4,6.5,26.2,1285.803279,197.4546,40.39453125,21.04296875,0.3359375,0.51171875,0.44140625,5.06640625,1.671875,4.16015625,6.296875,6.1015625,1.6328125,1.88671875,7.35546875,0.4296875,0.15234375,0.453125,1.26171875,0.0078125,0.0703125,0.33203125,0.39453125
609,4890.752025,74.4,12.6,29,2827,5.4,6.5,26.2,1285.803279,197.4546,41.03515625,22.53515625,0.35546875,0.48046875,0.3984375,4.2890625,1.52734375,4.02734375,6.22265625,5.28125,1.59765625,1.140625,7.890625,0.41796875,0.171875,0.59765625,1.25,0,0.05078125,0.29296875,0.4375
610,13248.94124,19.23245,9.718041,15.25832,1030,2.7,7,23.402141,1285.803279,197.4546,46.61328125,19.27734375,3.24609375,1.08984375,0.9140625,3.5390625,2.71484375,0.9296875,2.59765625,9.9609375,2.640625,0.92578125,2.96875,0.32421875,0.4609375,0.5234375,0.515625,0.0390625,0.04296875,0.4765625,0.19921875
611,13248.94124,19.23245,9.718041,15.25832,1030,2.7,7,23.402141,1285.803279,197.4546,46.33984375,17.6875,3.41796875,1.20703125,1.12109375,3.5625,3.35546875,1.3046875,2.625,10.13671875,2.58203125,1.58203125,2.609375,0.2890625,0.4140625,0.5078125,0.5546875,0.0234375,0.03515625,0.48828125,0.15625
612,13248.94124,19.23245,9.718041,15.25832,1030,2.7,7,23.402141,1285.803279,197.4546,47.61328125,16.14453125,3.00390625,1.0859375,1.171875,3.73828125,2.9375,1.1171875,2.859375,11.109375,2.46875,1.69140625,2.69921875,0.22265625,0.47265625,0.44140625,0.48046875,0.02734375,0.05078125,0.45703125,0.20703125
613,86307.38868,19.23245,9.718041,25.6,2220,2.44,6.76,22.4,1285.803279,197.4546,57.57421875,21.171875,1.54296875,0.24609375,0.546875,2.53515625,0.76953125,1.5703125,4.703125,2.84375,1.01171875,1.3984375,2.37890625,0.21875,0.08203125,0.3125,0.76953125,0.015625,0.078125,0.10546875,0.125
614,86307.38868,19.23245,9.718041,25.6,2220,2.44,6.76,22.4,1285.803279,197.4546,57.12109375,21.16015625,1.140625,0.30859375,0.6875,2.44140625,0.9921875,1.4453125,4.61328125,3.5625,0.9296875,1.96484375,1.92578125,0.2890625,0.0625,0.296875,0.66796875,0.0078125,0.15625,0.125,0.1015625
615,86307.38868,19.23245,9.718041,25.6,2220,2.44,6.76,22.4,1285.803279,197.4546,60.1953125,18.67578125,0.97265625,0.234375,0.70703125,2.4453125,0.87890625,1.64453125,4.2578125,3.1640625,0.85546875,2.11328125,2.33203125,0.1953125,0.08984375,0.29296875,0.578125,0.0078125,0.1015625,0.125,0.1328125
