,BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,TN:(mg/l):Inf,TN:Aeration tank inf,TP:(mg/l):Inf,TP:Aeration tank inf,Percentage,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
819,350,194.4444444,222.9448,500,277.7777778,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,43.140625,24.19140625,1.921875,3.4609375,1.56640625,0.1484375,1.83984375,0.9296875,7.95703125,0.31640625,1.13671875,1.08984375,0.19921875,0.6640625,0.765625,0.55859375,0.3203125,0.1875,0.03515625,0.03125,0.05078125,0.04296875,0.0859375,0.17578125,0,0.29296875,0.44921875,0.04296875,0.06640625,2.3046875,1.0859375,0.03515625,0.27734375,0.19140625,0.0078125,0.43359375,0.109375,0.40625,0.04296875,0.07421875,0.1640625,0.21484375,0.01953125,0.02734375,0.03125,1.30078125,0.12109375,1.2890625,0.12890625,0.015625,0.05078125
820,175,87.5,222.9448,250,125,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,46.37109375,24.83203125,1.09765625,3.4140625,1.35546875,0.30859375,0.95703125,0.26171875,8.6171875,0.32421875,1.40234375,0.71875,0.15625,0.34765625,0.4296875,0.375,0.5,0.15625,0.015625,0.04296875,0.0234375,0.03125,0.37109375,0.0625,0.0078125,0.19140625,0.67578125,0.03515625,0.12890625,1.29296875,0.74609375,0.03515625,0.41796875,0.15625,0.01953125,0.12890625,0.33203125,1.00390625,0.21484375,0.14453125,0.05078125,0.19921875,0.015625,0.04296875,0.0078125,1.171875,0.12890625,0.50390625,0.1015625,0,0.07421875
821,175,87.5,222.9448,250,125,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,40.671875,29.07421875,1.3671875,3.5703125,1.21875,0.22265625,1.16796875,0.328125,8.53125,0.4453125,1.52734375,0.81640625,0.16796875,0.40234375,0.49609375,0.3828125,0.33203125,0.13671875,0.015625,0.0703125,0.04296875,0.01953125,0.33984375,0.08203125,0.0078125,0.234375,0.68359375,0.0390625,0.078125,1.5,0.61328125,0.03125,0.39453125,0.1640625,0.00390625,0.21484375,0.30078125,1.26171875,0.25,0.1484375,0.08203125,0.28125,0.03515625,0.01953125,0.01171875,1.17578125,0.109375,0.7734375,0.08203125,0.00390625,0.0703125
822,175,87.5,222.9448,250,125,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,40.5,26.7890625,1.44921875,3.8046875,1.40234375,0.3828125,1.56640625,0.3984375,7.79296875,0.5234375,1.70703125,0.77734375,0.171875,0.35546875,0.44140625,0.41015625,0.51953125,0.2578125,0.04296875,0.08984375,0.0625,0.04296875,0.5859375,0.05078125,0.00390625,0.2578125,0.73828125,0.06640625,0.15625,1.69140625,0.6328125,0.03125,1.53515625,0.2578125,0.0078125,0.13671875,0.34765625,1.015625,0.18359375,0.140625,0.0703125,0.33984375,0.00390625,0.0234375,0.015625,1.26171875,0.13671875,0.6953125,0.0625,0.0078125,0.0546875
823,160,84.21052632,222.9448,300,157.8947368,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,37.7578125,29.2109375,3.01171875,2.99609375,1.69140625,0.203125,1.765625,1.01953125,5.63671875,0.5390625,0.9453125,0.9140625,0.05859375,0.8984375,0.62890625,1.60546875,0.20703125,0.07421875,0.0546875,0.05859375,0.18359375,0.08984375,0.25,0.27734375,0.00390625,0.21484375,0.56640625,0.12890625,0.05859375,1.9296875,0.875,0.01953125,0.6328125,0.29296875,0.0078125,0.84765625,0.1484375,0.76171875,0.18359375,0.16796875,0.38671875,0.38671875,0.02734375,0.01171875,0.0234375,0.76171875,0.1953125,1.09375,0.1328125,0.01953125,0.04296875
824,160,84.21052632,222.9448,300,157.8947368,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,34.66015625,26.07421875,3.265625,3.21875,1.78125,0.58203125,3.37109375,1.04296875,4.51171875,1.08203125,1.13671875,0.9453125,0.05078125,0.73046875,0.703125,1.1875,0.5625,0.21484375,0.0546875,0.0625,0.15234375,0.09765625,0.65234375,0.1953125,0.01171875,0.3203125,0.8203125,0.12109375,0.24609375,1.90234375,1.0703125,0.01171875,2.58203125,1.2265625,0.01171875,0.984375,0.17578125,0.6875,0.17578125,0.16796875,0.3203125,0.3984375,0.015625,0.04296875,0.07421875,0.87890625,0.33203125,0.8671875,0.15234375,0.0234375,0.04296875
825,160,84.21052632,222.9448,300,157.8947368,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,31.51171875,28.39453125,3.578125,3.28515625,2.08984375,0.50390625,2.9140625,1.4921875,4.5390625,0.98046875,1.1015625,1.11328125,0.0546875,0.9765625,0.671875,1.51953125,0.31640625,0.171875,0.09765625,0.11328125,0.171875,0.05859375,0.453125,0.47265625,0.01171875,0.3203125,0.69921875,0.140625,0.16015625,2.1484375,1.0546875,0.015625,2.01953125,0.578125,0.00390625,1.10546875,0.18359375,0.70703125,0.19140625,0.1328125,0.47265625,0.65625,0.01953125,0.0234375,0.01953125,1.12890625,0.24609375,1.11328125,0.19140625,0.0390625,0.03515625
826,160,106.6666667,222.9448,330,220,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,39.78125,27.734375,2.62109375,3.46875,1.33203125,0.19921875,4.09765625,0.5859375,5.01171875,0.421875,1.515625,0.875,0.1484375,0.58203125,0.44140625,0.34375,0.40234375,0.1640625,0.03515625,0.10546875,0.046875,0.0703125,0.45703125,0.09765625,0.015625,0.54296875,0.51953125,0.0625,0.05859375,0.6484375,0.9921875,0.0078125,1.7265625,1.3984375,0.01171875,0.171875,0.08203125,0.34375,0.11328125,0.09765625,0.1015625,0.58984375,0.01953125,0.01171875,0.015625,1.00390625,0.140625,0.5859375,0.08984375,0,0.109375
827,160,106.6666667,222.9448,330,220,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,39.7890625,28.40234375,2.609375,3.8671875,1.3125,0.17578125,3.7421875,0.46484375,5.4375,0.3828125,1.4375,0.83984375,0.15234375,0.53125,0.49609375,0.3359375,0.35546875,0.12109375,0.0859375,0.12109375,0.05078125,0.04296875,0.46875,0.0703125,0.01953125,0.51953125,0.5078125,0.0234375,0.06640625,0.421875,0.71875,0.0078125,1.5625,1.57421875,0.01171875,0.1328125,0.1640625,0.10546875,0.125,0.19921875,0.078125,0.55859375,0.0078125,0.01953125,0,0.85546875,0.12890625,0.73828125,0.06640625,0,0.09375
828,160,106.6666667,222.9448,330,220,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,39.01171875,29.7265625,2.83203125,3.72265625,1.30078125,0.12890625,3.375,0.5390625,5.69921875,0.34765625,1.44921875,0.70703125,0.140625,0.48046875,0.55078125,0.4375,0.23828125,0.06640625,0.06640625,0.1328125,0.046875,0.0703125,0.3671875,0.06640625,0.00390625,0.375,0.48828125,0.06640625,0.06640625,0.6796875,0.80078125,0.00390625,1.046875,1.24609375,0.01171875,0.140625,0.16015625,0.19921875,0.1171875,0.109375,0.125,0.765625,0.0078125,0.01953125,0.0078125,0.93359375,0.171875,0.734375,0.08984375,0,0.125
829,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,55.125,18.48828125,1.1484375,5.44140625,0.48046875,0.125,1.41015625,0.11328125,9.08984375,0.28125,0.95703125,0.38671875,0.11328125,0.1640625,0.28125,0.046875,0.57421875,0.1953125,0.00390625,0.0703125,0.0234375,0.0625,0.3203125,0.0078125,0.00390625,0.0546875,0.58984375,0,0.0859375,0.34765625,0.515625,0.01953125,0.69921875,0.0546875,0.01171875,0.046875,0.21875,0.07421875,0.2265625,0.203125,0.03125,0.15234375,0.01171875,0.015625,0.01953125,0.25390625,0.16015625,1.10546875,0.078125,0,0.109375
830,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,54.03515625,18.1484375,1.22265625,5.90234375,0.5,0.15625,1.421875,0.1015625,9.7890625,0.30078125,0.92578125,0.4921875,0.1015625,0.22265625,0.23046875,0.0546875,0.51171875,0.171875,0.00390625,0.05859375,0.015625,0.0703125,0.31640625,0,0.0078125,0.0703125,0.5625,0.00390625,0.0703125,0.4375,0.5625,0.0078125,0.69140625,0.06640625,0.015625,0.015625,0.23828125,0.0859375,0.2421875,0.19140625,0.03515625,0.15625,0,0.01953125,0,0.2265625,0.203125,1.15625,0.046875,0.00390625,0.12890625
831,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,52.2265625,16.5078125,1.50390625,7.5546875,0.56640625,0.21484375,1.6484375,0.1796875,8.87890625,0.37890625,1.12109375,0.4609375,0.1484375,0.2421875,0.41015625,0.0625,1.12109375,0.234375,0.0078125,0.0625,0.03125,0.1171875,0.5078125,0,0.00390625,0.12109375,0.625,0.00390625,0.15234375,0.36328125,0.625,0.01953125,1.015625,0.046875,0.01171875,0.03515625,0.2265625,0.08203125,0.24609375,0.25390625,0.0390625,0.171875,0.00390625,0.03125,0,0.26953125,0.25390625,1.078125,0.0703125,0.00390625,0.05859375
832,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,43.60546875,26.94921875,0.6484375,6.15234375,0.91796875,0.36328125,1.3515625,0.4765625,7.33984375,0.3515625,1.328125,0.7109375,0.4453125,0.3046875,0.48046875,0.19140625,0.421875,0.4296875,0.03515625,0.078125,0.0546875,0.05859375,0.2109375,0,0.0078125,0.1953125,0.42578125,0.0078125,0.10546875,1.078125,0.40234375,0.01171875,1.3359375,0.15234375,0.0078125,0.015625,0.22265625,0.375,0.2265625,0.14453125,0.16015625,0.31640625,0.00390625,0.02734375,0.0078125,0.515625,0.046875,1.234375,0.00390625,0.00390625,0.05859375
833,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,40.3828125,25.84765625,0.67578125,7.421875,0.94140625,0.328125,1.66796875,0.53125,8.81640625,0.51953125,1.6015625,0.85546875,0.3984375,0.37109375,0.6015625,0.2734375,0.4921875,0.31640625,0.03515625,0.1328125,0.07421875,0.0546875,0.2734375,0.01171875,0.0078125,0.15625,0.34765625,0.00390625,0.09765625,1.0546875,0.546875,0.0078125,1.65234375,0.15625,0.00390625,0.015625,0.234375,0.1640625,0.24609375,0.13671875,0.09375,0.3125,0.00390625,0.0234375,0.00390625,0.64453125,0.0390625,1.34375,0.01171875,0.00390625,0.0625
834,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,43.0703125,22.9765625,0.7890625,6.92578125,0.9609375,0.25390625,1.6875,0.65234375,10.18359375,0.4296875,1.515625,0.8828125,0.44140625,0.3046875,0.62109375,0.2890625,0.49609375,0.29296875,0.03125,0.07421875,0.09765625,0.03515625,0.26953125,0.01171875,0.00390625,0.14453125,0.38671875,0.00390625,0.10546875,1,0.48046875,0.01171875,1.25390625,0.1328125,0.01953125,0,0.203125,0.11328125,0.24609375,0.15625,0.0625,0.3046875,0.00390625,0.01953125,0.00390625,0.4609375,0.03515625,1.48046875,0.0078125,0,0.06640625
835,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,37.76953125,30.80078125,0.72265625,5.80078125,1.08203125,0.3203125,1.70703125,0.68359375,8.9765625,0.3671875,1.35546875,0.91796875,0.52734375,0.484375,0.3203125,0.28515625,0.2265625,0.3984375,0.03125,0.24609375,0.08984375,0.06640625,0.109375,0.01171875,0.015625,0.140625,0.35546875,0,0.046875,1.24609375,0.4375,0.01171875,0.60546875,0.08984375,0.01171875,0.00390625,0.25,0.38671875,0.18359375,0.06640625,0.0625,0.3984375,0.015625,0.04296875,0.00390625,0.59765625,0.0859375,1.51953125,0.01171875,0.01171875,0.09765625
836,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,41.53515625,24.63671875,0.66796875,6.6875,0.9296875,0.3828125,1.62109375,0.54296875,9.390625,0.421875,1.6875,0.78515625,0.58203125,0.36328125,0.4609375,0.359375,0.51171875,0.37109375,0.046875,0.125,0.046875,0.06640625,0.25390625,0.01171875,0.00390625,0.171875,0.4140625,0,0.1328125,1.27734375,0.46484375,0.00390625,1.49609375,0.1796875,0.01171875,0.0078125,0.21875,0.23046875,0.2109375,0.1171875,0.08984375,0.34765625,0.0078125,0.0234375,0,0.609375,0.05078125,1.33203125,0.01171875,0.0078125,0.08984375
837,284,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,42.78125,21.71484375,0.63671875,8.78125,0.9765625,0.3671875,1.61328125,0.56640625,8.42578125,0.56640625,1.64453125,0.78515625,0.4453125,0.29296875,0.63671875,0.21484375,0.6484375,0.34375,0.03515625,0.07421875,0.06640625,0.05078125,0.4140625,0.03125,0.015625,0.14453125,0.375,0.00390625,0.16796875,0.94921875,0.55078125,0.015625,2.46484375,0.23828125,0.0078125,0.015625,0.171875,0.09765625,0.26171875,0.12890625,0.1015625,0.2578125,0.01171875,0.01171875,0.0078125,0.59375,0.04296875,1.17578125,0.00390625,0,0.0703125
838,253,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,50.76171875,21.69921875,0.61328125,4.6484375,0.5703125,0.1953125,0.5625,0.13671875,7.45703125,0.5703125,1.09375,0.55078125,0.140625,0.26171875,0.11328125,0.2578125,0.52734375,0.1015625,0.00390625,0.08984375,0.015625,0.03125,0.59765625,0.00390625,0.12890625,0.1640625,0.30078125,0.00390625,0.05078125,0.78515625,0.91015625,0.01953125,0.6640625,0.0546875,0.01953125,0.00390625,0.06640625,0.50390625,0.14453125,0.17578125,0.0703125,0.16015625,0.03515625,0.03125,1.80859375,2.0546875,0.1875,0.578125,0.02734375,0.0078125,0.0390625
839,253,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,50.94921875,22.23046875,0.765625,3.92578125,0.57421875,0.1796875,0.60546875,0.21875,7.5859375,0.7109375,1.10546875,0.62890625,0.109375,0.28125,0.11328125,0.27734375,0.65234375,0.0703125,0.01171875,0.08984375,0.01953125,0.0234375,0.6640625,0.00390625,0.1875,0.13671875,0.3046875,0.00390625,0.05078125,0.62890625,0.7734375,0.02734375,0.51171875,0.0546875,0.0078125,0.00390625,0.07421875,0.4921875,0.15625,0.12890625,0.04296875,0.11328125,0.015625,0.0234375,1.36328125,2.40234375,0.09765625,0.55078125,0.01953125,0.01171875,0.01953125
840,253,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,51.59765625,20.9609375,0.7265625,4.00390625,0.5625,0.1953125,0.48046875,0.11328125,9.16015625,0.5546875,1.0078125,0.51953125,0.1015625,0.2578125,0.1796875,0.234375,0.5,0.0703125,0,0.1171875,0.02734375,0.01953125,0.69140625,0.0078125,0.109375,0.14453125,0.22265625,0,0.0625,0.65625,0.69921875,0.01953125,0.44921875,0.01953125,0.00390625,0.00390625,0.08203125,0.34765625,0.16796875,0.23046875,0.0546875,0.12109375,0.05078125,0.015625,1.4140625,2.33984375,0.10546875,0.54296875,0.015625,0.015625,0.015625
841,170,136,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,48.44140625,19.640625,0.35546875,5.48046875,0.453125,0.8828125,0.92578125,0.0859375,10.9296875,0.390625,1.5390625,0.58984375,0.0859375,0.1484375,0.21484375,0.125,1.515625,0.2734375,0.00390625,0.015625,0.02734375,0.0234375,0.265625,0,0.00390625,0.1953125,0.15625,0,0.0234375,0.01953125,0.32421875,0.0390625,0.03515625,0.046875,0.0234375,0.0078125,0.30078125,4.28125,0.33984375,0.2578125,0.03515625,0.1640625,0.046875,0.1171875,0.01171875,0.54296875,0.06640625,0.43359375,0.02734375,0.0078125,0.078125
842,170,136,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,48.53125,19.875,0.64453125,7.53125,0.37890625,0.62890625,0.796875,0.06640625,10.78125,0.46875,1.625,0.87109375,0.1171875,0.22265625,0.234375,0.1796875,1.3828125,0.25390625,0.03125,0.03515625,0.02734375,0.05859375,0.29296875,0.00390625,0.01953125,0.234375,0.16796875,0,0.02734375,0.00390625,0.46484375,0.03515625,0.02734375,0.03515625,0.03515625,0.015625,0.38671875,1.078125,0.42578125,0.28515625,0.03125,0.171875,0.0390625,0.10546875,0.0078125,0.6015625,0.09765625,0.5625,0.01171875,0.0078125,0.08203125
843,170,136,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,48.8046875,18.41796875,0.4453125,6.62109375,0.29296875,0.38671875,1.01953125,0.0546875,12.5234375,0.53125,1.4765625,0.55078125,0.125,0.1875,0.28125,0.171875,2.953125,0.21484375,0.0078125,0.015625,0.046875,0.04296875,0.62109375,0,0.0078125,0.2890625,0.21484375,0,0.046875,0.015625,0.4921875,0.03515625,0.0625,0.0859375,0.0234375,0,0.25,0.4375,0.640625,0.45703125,0.0234375,0.171875,0.02734375,0.0546875,0,0.35546875,0.05859375,0.390625,0.0078125,0.00390625,0.0546875
844,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,55.08984375,16.48046875,1.29296875,2.9609375,0.75390625,0.80859375,0.19140625,0.2265625,4.49609375,0.11328125,1.75390625,0.0859375,0.14453125,0.0859375,0.0078125,0.34375,0.8515625,0.3046875,0,0.1328125,0.00390625,0,0.21484375,0,0.00390625,0.46875,0.5703125,0,0,0.00390625,0.08203125,0.22265625,0,0,0.01953125,0.0078125,0.10546875,2.62109375,0.53515625,0,0.0078125,0.78515625,0.05078125,0.1171875,7.9609375,0,0.015625,0.0078125,0,0.02734375,0.04296875
845,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,56.1796875,17.234375,1.43359375,2.8515625,0.88671875,0.8828125,0.140625,0.32421875,3.67578125,0.109375,1.79296875,0.1015625,0.15234375,0.109375,0.0078125,0.359375,0.60546875,0.37890625,0.00390625,0.203125,0.01171875,0.01171875,0.10546875,0.00390625,0.00390625,0.33203125,0.671875,0.0078125,0,0,0.04296875,0.2109375,0.00390625,0.03515625,0.01953125,0,0.078125,2.125,0.39453125,0.0078125,0.00390625,0.80078125,0.0859375,0.109375,7.40625,0,0.0078125,0,0.00390625,0.046875,0.03515625
846,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,54.62109375,18.7578125,1.21875,4.7578125,0.5625,1.421875,0.25,0.03125,5.19140625,0.26953125,1.51171875,0.11328125,0.12890625,0.11328125,0,0.265625,1.6796875,0.75390625,0.0078125,0.16796875,0.0078125,0.0078125,0.3046875,0.00390625,0.00390625,0.5625,0.08984375,0.0078125,0.00390625,0.02734375,0.046875,0.12890625,0.00390625,0.03125,0.01171875,0.0078125,0.125,1.625,0.484375,0.01171875,0.01171875,0.6171875,0.07421875,0.17578125,3.6796875,0,0.0234375,0,0,0,0.09765625
847,173,135.15625,222.9448,425,332.03125,444.2271,24.16,24.16,42.18083,40.2121,4.62,4.62,0.065,43.1953125,18.125,0.546875,10.26171875,0.96875,0.66015625,1.41015625,0.23828125,7.00390625,1.09765625,0.99609375,0.48828125,0.28125,0.2265625,0.19140625,0.12890625,4.52734375,0.28515625,0.01171875,0.06640625,0.03515625,0.1875,1.015625,0.01953125,0.0078125,0.37890625,0.1171875,0.015625,0.09375,0.69921875,0.3828125,0.0078125,3.43359375,0.33203125,0.00390625,0.8671875,0.1328125,0.3515625,0.16796875,0.3046875,0.16796875,0.12890625,0.03515625,0.03515625,0.0625,0.06640625,0.109375,0.03515625,0.01171875,0.01953125,0.0625
848,173,135.15625,222.9448,425,332.03125,444.2271,24.16,24.16,42.18083,40.2121,4.62,4.62,0.065,43.60546875,17.671875,0.5703125,9.90625,0.7265625,0.70703125,1.39453125,0.33984375,7.671875,1.1484375,0.71484375,0.3984375,0.2578125,0.25,0.23046875,0.1171875,5.9765625,0.3515625,0.0078125,0.08984375,0.05078125,0.2734375,1.16015625,0.00390625,0.00390625,0.26953125,0.1328125,0.0078125,0.109375,0.58203125,0.28515625,0.0078125,2.44140625,0.34765625,0.00390625,0.39453125,0.08984375,0.515625,0.19921875,0.3125,0.12109375,0.13671875,0.01953125,0.05078125,0.0859375,0.06640625,0.05078125,0.046875,0.0078125,0.00390625,0.08203125
849,173,135.15625,222.9448,425,332.03125,444.2271,24.16,24.16,42.18083,40.2121,4.62,4.62,0.065,42.640625,16.609375,0.56640625,10.890625,0.65234375,0.65625,1.73828125,0.265625,5.1328125,1.390625,0.8515625,0.3984375,0.29296875,0.2265625,0.28125,0.1171875,6.078125,0.328125,0.00390625,0.0859375,0.01953125,0.26171875,1.21875,0,0.01171875,0.3359375,0.09375,0.01171875,0.15234375,0.58203125,0.3359375,0,5.3359375,0.44140625,0.01953125,0.703125,0.1171875,0.11328125,0.16015625,0.24609375,0.12890625,0.05859375,0.015625,0.05859375,0.09375,0.0546875,0.1015625,0.02734375,0.0078125,0.00390625,0.08203125
850,216,121.3483146,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,36.1484375,27.01171875,1.05078125,6.75,1.87890625,0.54296875,3.86328125,0.34765625,6.0546875,0.75390625,1.5078125,0.4453125,0.1171875,0.15625,0.78125,0.33203125,2.26171875,0.2578125,0.046875,0.01171875,0.15625,0.50390625,0.59375,0.45703125,0.046875,0.19140625,0.2890625,0.0390625,0.1875,1.046875,0.59375,0.01953125,1.10546875,0.421875,0.015625,0.5859375,0.53125,0.76171875,0.31640625,0.328125,0.12890625,0.265625,0.0546875,0.03125,0.0234375,0.359375,0.1171875,0.375,0.00390625,0.05859375,0.0703125
851,216,121.3483146,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,36.32421875,29.2578125,0.90234375,6.3515625,1.87109375,0.6875,3.9140625,0.38671875,4.87109375,0.7109375,1.46875,0.34375,0.11328125,0.171875,0.65625,0.33984375,1.78515625,0.28515625,0.0625,0.02734375,0.1640625,0.47265625,0.58203125,0.30859375,0.0546875,0.1796875,0.18359375,0.03515625,0.18359375,1.12109375,0.4375,0.02734375,1.23046875,0.51171875,0.00390625,0.64453125,0.4609375,1.1796875,0.234375,0.23046875,0.17578125,0.1953125,0.03515625,0.06640625,0.01171875,0.28515625,0.08984375,0.28515625,0.01171875,0.0078125,0.05859375
852,216,121.3483146,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0,35.9140625,31.3984375,0.93359375,6.52734375,1.76171875,0.484375,3.37109375,0.32421875,4.78125,0.70703125,1.18359375,0.375,0.08984375,0.203125,0.5390625,0.34765625,1.6015625,0.2265625,0.0546875,0.0234375,0.18359375,0.44921875,0.39453125,0.30859375,0.046875,0.15234375,0.21484375,0.0234375,0.109375,1.328125,0.4921875,0.02734375,1.10546875,0.37109375,0.0078125,0.82421875,0.42578125,0.59375,0.19140625,0.1875,0.2578125,0.29296875,0.05078125,0.05859375,0.02734375,0.359375,0.11328125,0.375,0.00390625,0.09765625,0.078125
853,200,117.6470588,222.9448,430.1086,245.8166,444.2271,26,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,34.59765625,32.66015625,0.91796875,4.140625,1.296875,0.52734375,0.77734375,0.87109375,8.40625,0.234375,2.24609375,0.63671875,0.75,0.5703125,0.41796875,0.5703125,0.6875,0.21484375,0.03125,0.265625,0.390625,0.07421875,0.3203125,0.07421875,0.05078125,0.27734375,0.421875,0.03515625,0.1484375,0.72265625,0.26953125,0.08203125,0.94921875,0.07421875,0.01953125,0.390625,0.15234375,2.69921875,0.1640625,0.17578125,0.109375,0.22265625,0.015625,0.07421875,0.05859375,0.390625,0.22265625,0.203125,0.22265625,0.00390625,0.1640625
854,200,117.6470588,222.9448,430.1086,245.8166,444.2271,26,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,35.87890625,35.05859375,0.87890625,3.9375,0.94140625,0.27734375,0.58203125,0.94140625,9.85546875,0.15234375,1.96875,0.54296875,0.65625,0.4609375,0.375,0.53515625,0.3359375,0.0546875,0.02734375,0.30078125,0.359375,0.0703125,0.15625,0.07421875,0.0390625,0.27734375,0.41015625,0.01953125,0.0546875,0.58984375,0.21875,0.0703125,0.32421875,0.015625,0.015625,0.3359375,0.14453125,1.38671875,0.1328125,0.1015625,0.0546875,0.18359375,0.0234375,0.0234375,0.046875,0.30859375,0.1796875,0.2421875,0.24609375,0,0.1328125
855,200,117.6470588,222.9448,430.1086,245.8166,444.2271,26,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,39.0625,26.95703125,0.890625,4.78125,0.9765625,0.578125,1.265625,0.84375,8.390625,0.4296875,1.82421875,0.3984375,0.76171875,0.45703125,0.41796875,0.421875,1.66015625,0.1953125,0.02734375,0.23046875,0.41796875,0.09765625,0.61328125,0.05078125,0.02734375,0.3125,0.37109375,0.01953125,0.3359375,0.60546875,0.30859375,0.07421875,2.74609375,0.14453125,0.02734375,0.44921875,0.22265625,0.76171875,0.14453125,0.15625,0.08203125,0.1875,0.015625,0.0078125,0.0703125,0.3671875,0.27734375,0.1875,0.20703125,0,0.140625
856,72.5,37.66233766,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.15,26.8984375,25.0625,6.19140625,9.66015625,2.84765625,0.96875,2.23046875,0.9609375,1.78125,0.90234375,2.19921875,0.88671875,0.43359375,0.265625,1.42578125,0.55859375,0.671875,0.34765625,0.1171875,0.13671875,0.171875,0.796875,0.5546875,0.1953125,0.03515625,0.09765625,0.2734375,0.0625,0.44921875,0.640625,1.72265625,0.0546875,1.74609375,0.2734375,0.0625,4.64453125,0.41015625,1.1640625,0.08984375,0.3828125,0.53515625,0.296875,0.0546875,0.02734375,0.02734375,0.02734375,0.01953125,0.046875,0.4453125,0.015625,0.12890625
