,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
567,25362.25895,24,3,22,3464.726266,15.9,6.7,23.402141,1285.803279,197.4546,55.390625,28.515625,0.37890625,2.1328125,2.0703125,0.51171875,0.07421875,0.10546875,0.3984375,0,1.24609375,0.20703125,0.0078125,0.00390625,0.015625,1.66796875,0.84375,0.484375,0.00390625,0.00390625,0.01171875,0,0,0.00390625,0,0.0078125,0,0,0,0,0,0.01953125,0.00390625,0.00390625,0.0078125,0.15234375,0.14453125,5.3046875,0.00390625,0.00390625,0,0,0.0625,0.03125,0.13671875,0.0078125,0,0,0,0.01171875,0.01953125
568,25362.25895,24,3,22,2884,10.6,6.7,12.6,1285.803279,197.4546,47.59765625,32.66796875,0.4140625,3.65625,2.12890625,0.82421875,0.140625,0.16015625,0.40625,0.00390625,1.4296875,0.30078125,0,0.00390625,0.0078125,2.08203125,1.12890625,0.8046875,0.01171875,0,0.046875,0,0.00390625,0,0,0.01171875,0.00390625,0,0,0.01171875,0,0.03125,0,0,0.00390625,0.24609375,0.10546875,5.46875,0.0078125,0,0,0,0.05859375,0.0546875,0.16015625,0.00390625,0,0,0,0.00390625,0.0078125
569,25362.25895,24,3,22,3464.726266,15.6,6.8,12,1285.803279,197.4546,46.44140625,34.9296875,0.51953125,1.99609375,2.484375,0.46875,0.02734375,0.1328125,0.32421875,0.00390625,1.0625,0.28125,0.00390625,0.00390625,0.00390625,2.39453125,0.546875,0.3671875,0.00390625,0,0.04296875,0.00390625,0,0,0.00390625,0.00390625,0.00390625,0,0.00390625,0,0,0.01953125,0.00390625,0,0,0.1640625,0.19921875,7.19921875,0.015625,0.00390625,0,0,0.05859375,0.07421875,0.18359375,0.00390625,0,0.00390625,0,0.00390625,0.0078125
570,25362.25895,24,3,22,3464.726266,18.2,6.8,23.402141,1285.803279,197.4546,46.2265625,34.1015625,0.6328125,2.48828125,1.8671875,0.75390625,0.109375,0.1796875,0.3359375,0.01171875,1.171875,0.22265625,0.01171875,0.0078125,0,2.2109375,1.3046875,0.61328125,0.0078125,0,0.05859375,0.00390625,0,0,0,0.00390625,0,0,0.0234375,0.015625,0,0.0234375,0,0,0.0234375,0.13671875,0.15234375,6.8828125,0.02734375,0.00390625,0,0.0078125,0.0625,0.078125,0.203125,0.00390625,0,0.00390625,0,0.015625,0.01171875
571,25362.25895,24,3,22,3464.726266,15,6.8,23.402141,1285.803279,197.4546,59.20703125,25.64453125,0.29296875,3.02734375,1.828125,0.671875,0.07421875,0.0859375,0.26953125,0.0078125,0.9609375,0.1875,0.0078125,0.00390625,0,1.421875,0.8046875,0.66796875,0.00390625,0,0.05078125,0,0.015625,0,0.00390625,0.015625,0,0,0.0234375,0.00390625,0,0.015625,0.01171875,0,0.0078125,0.265625,0.1484375,4,0.015625,0.0078125,0,0.00390625,0.0234375,0.046875,0.15234375,0,0,0.00390625,0,0.00390625,0.01171875
572,25362.25895,24,3,22,2928,10.1,6.8,12.3,1285.803279,197.4546,47.2890625,36.12109375,0.453125,2.6640625,1.90234375,0.66015625,0.0859375,0.18359375,0.32421875,0,1.08984375,0.19140625,0.00390625,0.00390625,0.00390625,2.00390625,0.44140625,0.63671875,0.015625,0,0.078125,0.00390625,0.0078125,0.00390625,0,0.00390625,0.00390625,0,0.046875,0.01171875,0,0.01953125,0,0,0.0078125,0.25,0.0703125,5.1171875,0.01171875,0.0078125,0,0,0.05078125,0.046875,0.13671875,0.0078125,0.0078125,0,0,0.01953125,0.01171875
573,25362.25895,24,3,22,3464.726266,18.3,6.7,23.402141,1285.803279,197.4546,49.2109375,34.26171875,0.5234375,1.96875,2.38671875,0.61328125,0.04296875,0.12109375,0.27734375,0,0.91015625,0.25390625,0.00390625,0,0.00390625,1.94140625,0.3515625,0.3984375,0.01171875,0.00390625,0.01953125,0.0078125,0.00390625,0,0,0.00390625,0,0,0.00390625,0.01171875,0.00390625,0.0078125,0.0078125,0,0.00390625,0.2421875,0.1796875,5.83984375,0.00390625,0.00390625,0,0.0078125,0.0859375,0.05078125,0.1796875,0,0.0078125,0.0078125,0,0.01171875,0.01953125
574,25362.25895,24,3,22,3464.726266,18.2,6.7,23.402141,1285.803279,197.4546,50.2890625,34.02734375,0.46875,1.734375,1.9140625,0.53125,0.05078125,0.10546875,0.26171875,0,1.078125,0.2421875,0.0078125,0.01171875,0,1.94140625,0.53125,0.49609375,0.01171875,0,0.0546875,0.0078125,0,0,0,0,0,0,0.02734375,0.0078125,0,0.01171875,0.00390625,0,0.00390625,0.1953125,0.17578125,5.48046875,0.0078125,0,0,0,0.08203125,0.0546875,0.140625,0.00390625,0,0,0,0.01953125,0.01953125
575,25362.25895,24,3,22,3464.726266,16,6.7,23.402141,1285.803279,197.4546,48.68359375,32.3828125,0.53515625,2.90234375,2.50390625,0.671875,0.0859375,0.171875,0.40625,0.00390625,1.25390625,0.2890625,0,0.00390625,0.00390625,2.28515625,0.85546875,0.71484375,0.0078125,0,0.046875,0.0234375,0.00390625,0,0.03125,0.00390625,0.00390625,0,0,0.0078125,0,0.015625,0.01171875,0.00390625,0.00390625,0.3203125,0.1328125,5.3203125,0.01953125,0.0078125,0,0,0.046875,0.046875,0.140625,0.00390625,0,0.00390625,0,0.01171875,0.02734375
576,25362.25895,24,3,22,3464.726266,12,6.7,23.402141,1285.803279,197.4546,51.6875,30.08203125,0.44140625,3.80859375,2.14453125,0.953125,0.10546875,0.1328125,0.375,0,1,0.23828125,0.00390625,0.015625,0.01171875,1.83984375,0.8203125,0.87109375,0.00390625,0,0.02734375,0.0078125,0,0,0.00390625,0.01953125,0.015625,0,0,0.01953125,0,0.03125,0.00390625,0.00390625,0,0.265625,0.1640625,4.56640625,0.01171875,0.00390625,0,0,0.05078125,0.05078125,0.1875,0.00390625,0,0.01171875,0,0.015625,0
577,639.7345915,33,18,20,7260,0.79,7.07,25.3,1285.803279,197.4546,25.3359375,20.65625,2.43359375,4.62890625,2.546875,1.015625,2.6875,1.56640625,1.421875,1.359375,1.1640625,0.36328125,0.25390625,0.2890625,0.94921875,0.8359375,0.66796875,0.26953125,0.0390625,0.0859375,0.0625,0.11328125,1.44140625,0.16015625,0.1484375,1.078125,0.16015625,0.07421875,0.37109375,14.265625,0.6640625,0.08984375,4.83984375,0.61328125,0.02734375,0.7109375,0.25390625,2.22265625,2.08203125,0.54296875,0.28515625,0.2265625,0.09765625,0.078125,0.13671875,0.20703125,0.1171875,0.1171875,0.15625,0.02734375,0.05859375
578,639.7345915,33,18,20,7260,1,7.07,25.3,1285.803279,197.4546,25.23828125,22.203125,2.3046875,5.20703125,2.2109375,0.8671875,2.44140625,1.56640625,1.5703125,1.1953125,1.24609375,0.28515625,0.2109375,0.3671875,1.171875,0.83203125,0.7890625,0.20703125,0.0234375,0.08203125,0.05078125,0.12890625,1.8359375,0.22265625,0.09765625,0.875,0.140625,0.1171875,0.46484375,12.30078125,0.84375,0.078125,4.5703125,0.63671875,0.0390625,0.4921875,0.34765625,2.40234375,2.48046875,0.53125,0.2578125,0.2578125,0.0546875,0.0546875,0.14453125,0.19921875,0.05078125,0.12109375,0.140625,0.01171875,0.03125
579,639.7345915,33,18,20,7260,1,7.07,25.3,1285.803279,197.4546,28.13671875,24.76953125,2.36328125,5.2734375,2.4375,1.30859375,1.60546875,1.125,2,1.02734375,1.29296875,0.37109375,0.28125,0.3671875,0.94140625,0.8359375,0.734375,0.3125,0.02734375,0.15625,0.06640625,0.13671875,1.1015625,0.17578125,0.125,0.9375,0.1484375,0.02734375,0.37109375,9.29296875,0.45703125,0.140625,4.328125,0.43359375,0.015625,0.6796875,0.2578125,2.3203125,1.40625,0.3359375,0.3203125,0.21875,0.05859375,0.10546875,0.15234375,0.3828125,0.0859375,0.26171875,0.23828125,0.01953125,0.03125
580,1843.495539,24,24,21,2066,0.4,6.96,24.8,1285.803279,197.4546,45.8984375,24.546875,0.71875,2.65625,2.11328125,0.90234375,2.35546875,0.125,4.3203125,0.26171875,1.56640625,0.1953125,0.04296875,0.36328125,0.3125,0.08984375,0.4296875,0.2265625,0.01171875,0.0078125,0.02734375,0.25390625,0.11328125,0.03125,0.0078125,0.30859375,0.14453125,0,0.00390625,0.99609375,0.08203125,0.08203125,0.65625,0.00390625,0,0.109375,0.05078125,6.19921875,0.06640625,0.0859375,0.22265625,0.18359375,0.5625,0.06640625,0.8671875,0.96484375,0.20703125,0.54296875,0,0.015625,0
581,1843.495539,24,24,21,2066,0.9,6.96,24.8,1285.803279,197.4546,42.79296875,23.4609375,0.6953125,4.11328125,2.1875,1.02734375,3.90625,0.15625,4.7890625,0.5859375,1.453125,0.24609375,0.07421875,0.4140625,0.4375,0.03515625,1,0.22265625,0.01953125,0.01171875,0.01171875,0.26953125,0.34375,0.01953125,0.02734375,0.265625,0.08203125,0,0.046875,0.8515625,0.1171875,0.1015625,0.78125,0,0.00390625,0.09765625,0.03125,5.47265625,0.10546875,0.1328125,0.1953125,0.24609375,0.5078125,0.08203125,0.76953125,0.9609375,0.23046875,0.59765625,0.00390625,0.01171875,0.00390625
582,1843.495539,24,24,21,2066,1.3,6.96,24.8,1285.803279,197.4546,40.875,25.71875,0.52734375,4.3984375,1.99609375,1.0546875,4.90234375,0.09375,5.29296875,0.6953125,1.09765625,0.16015625,0.04296875,0.3203125,0.40625,0.0703125,1.43359375,0.28515625,0.0078125,0.015625,0.015625,0.390625,0.5390625,0.00390625,0.015625,0.3671875,0.10546875,0,0.02734375,0.7421875,0.0703125,0.05859375,1.11328125,0.02734375,0.01171875,0.10546875,0.05078125,3.03515625,0.09375,0.125,0.28515625,0.2421875,0.45703125,0.109375,0.7578125,0.99609375,0.1796875,0.66015625,0.00390625,0.015625,0
583,2346.955306,12,3.1,15,7194,0.58,6.85,25.5,1285.803279,197.4546,21.70703125,53.9765625,0.6328125,2.16015625,1.5234375,0.54296875,0.59375,2.71484375,4.46484375,0.1171875,2.3828125,0.44140625,0.1640625,0.2734375,0.6171875,0.359375,0.53515625,0.140625,0.0625,0.02734375,0.08203125,0.1875,0.140625,0.15234375,0.0078125,0.53515625,0.24609375,0,0.11328125,1.04296875,0.23828125,0.0625,0.26953125,0.49609375,0.0078125,0.02734375,0.08984375,0.9375,0.3203125,0.07421875,0.078125,0.12890625,0.01953125,0.03125,0.16015625,0.17578125,0.06640625,0.65625,0.19140625,0.0078125,0.015625
584,2346.955306,12,3.1,15,7194,1.01,6.85,25.5,1285.803279,197.4546,21.4921875,51.0234375,0.67578125,2.58203125,2,0.6015625,0.7265625,3.10546875,4.13671875,0.265625,2.68359375,0.6015625,0.1328125,0.27734375,0.6640625,0.43359375,0.46484375,0.20703125,0.078125,0.03125,0.05078125,0.2578125,0.12109375,0.26171875,0.00390625,0.578125,0.2734375,0.0078125,0.1328125,1.51953125,0.30078125,0.09765625,0.30859375,0.55859375,0.0078125,0.03515625,0.1015625,1.01953125,0.25,0.04296875,0.17578125,0.1015625,0.05078125,0.0546875,0.19921875,0.26171875,0.10546875,0.703125,0.1953125,0.0078125,0.03125
585,2346.955306,12,3.1,15,7194,0.85,6.85,25.5,1285.803279,197.4546,27.09765625,38.484375,1.2578125,5.1484375,1.25390625,0.7421875,1.41015625,1.046875,4.4140625,0.765625,1.7578125,0.5546875,0.234375,0.3984375,0.66015625,0.34765625,0.58203125,0.2421875,0.046875,0.12890625,0.04296875,0.140625,0.3046875,0.12890625,0.03125,0.609375,0.5546875,0.0234375,0.125,2.6171875,0.375,0.05859375,2.390625,0.4375,0.0078125,0.09765625,0.12109375,0.82421875,0.265625,0.2421875,0.39453125,0.1953125,0.0234375,0.046875,0.12890625,2.140625,0.13671875,0.76171875,0.16015625,0.0078125,0.03125
586,1589.872949,36.5,16,30,2184,1.92,6.29,23.7,1285.803279,197.4546,22.515625,24.9453125,2.890625,7.71484375,1.953125,1.078125,2.8359375,2.48046875,2.46484375,2.484375,3.78515625,0.515625,0.48828125,0.37890625,2.87109375,0.828125,1.109375,0.18359375,0.12109375,0.09765625,0.34375,1.1328125,0.48046875,0.19140625,0.109375,1.06640625,0.21484375,0.31640625,0.62109375,4.328125,1.28125,0.1484375,3.21484375,0.65234375,0.01953125,0.24609375,0.34375,0.73828125,0.7265625,0.4453125,0.41796875,0.26953125,0.03515625,0.015625,0.046875,0.03515625,0.1171875,0.37890625,0.2421875,0.015625,0.0625
587,1589.872949,36.5,16,30,2184,2.13,6.29,23.7,1285.803279,197.4546,22.55859375,25.2890625,3.1171875,7.78515625,2.046875,0.78515625,2.515625,2.140625,2.71875,2.3515625,3.65625,0.4609375,0.5234375,0.3984375,2.7734375,0.609375,0.73828125,0.16796875,0.13671875,0.08203125,0.3203125,0.8125,0.421875,0.2109375,0.0625,1.6015625,0.28515625,0.21875,0.55078125,4.80078125,1.375,0.203125,3.20703125,0.58984375,0.01953125,0.4375,0.44140625,0.6171875,0.73828125,0.52734375,0.3671875,0.2734375,0.02734375,0.01171875,0.0546875,0.02734375,0.16015625,0.45703125,0.23046875,0.0078125,0.0859375
588,1589.872949,36.5,16,30,2184,2.44,6.29,23.7,1285.803279,197.4546,24.33984375,23.8359375,3.3125,8.08203125,2.1328125,0.53125,2.328125,1.79296875,2.39453125,2.33984375,3.37890625,0.42578125,0.48828125,0.4140625,2.65625,0.6875,0.73046875,0.15234375,0.09375,0.06640625,0.265625,0.77734375,0.36328125,0.18359375,0.06640625,1.515625,0.23828125,0.1171875,0.5546875,5.43359375,1.36328125,0.16796875,3.25390625,0.5390625,0.01171875,0.65234375,0.41015625,0.6640625,0.734375,0.58203125,0.5390625,0.25390625,0.046875,0.046875,0.09375,0.0234375,0.19921875,0.38671875,0.23828125,0.0078125,0.0859375
589,1665.581185,38,18,18,1914,2.1,6.89,23.4,1285.803279,197.4546,22.1484375,28.44140625,0.9296875,6.86328125,0.5546875,0.45703125,2.06640625,0.1171875,21.43359375,1.20703125,1.14453125,0.64453125,0.47265625,0.3515625,0.5859375,0.06640625,1.3125,0.06640625,0.01953125,0.078125,0.1328125,0.32421875,0.64453125,0.0078125,0.0390625,0.4453125,0.3359375,0.00390625,0.0703125,2.85546875,0.20703125,0.0078125,3.1015625,0.03515625,0.01953125,0.02734375,0.01171875,0.19140625,0.08984375,0.125,0.3203125,0.296875,0.0234375,0.0234375,0.02734375,0.94140625,0.08984375,0.59765625,0.015625,0.0234375,0.00390625
590,1665.581185,38,18,18,1914,1.83,6.89,23.4,1285.803279,197.4546,21.30078125,28.7109375,0.8203125,7.51171875,0.41015625,0.48828125,2.3984375,0.0859375,21.10546875,1.25390625,0.98828125,0.50390625,0.35546875,0.33984375,0.57421875,0.07421875,1.43359375,0.09765625,0.0078125,0.078125,0.09375,0.3203125,0.61328125,0.0078125,0.01953125,0.4453125,0.3359375,0,0.10546875,3.1796875,0.15234375,0.03125,3.6640625,0.0234375,0.015625,0.04296875,0.01171875,0.13671875,0.078125,0.12109375,0.43359375,0.2578125,0.01953125,0.03515625,0.02734375,0.6875,0.125,0.45703125,0,0.01171875,0.0078125
591,1665.581185,38,18,18,1914,2.37,6.89,23.4,1285.803279,197.4546,20.7734375,30.6015625,0.83984375,6.26953125,0.57421875,0.46484375,1.796875,0.09375,22.75,1.05859375,1.1796875,0.6328125,0.4375,0.3203125,0.55078125,0.078125,0.89453125,0.1484375,0.00390625,0.05859375,0.09765625,0.2265625,0.44921875,0.01171875,0.0234375,0.44921875,0.3671875,0,0.0546875,3.15234375,0.15625,0.02734375,2.65625,0.04296875,0.01171875,0.01171875,0.015625,0.1484375,0.078125,0.12890625,0.38671875,0.2890625,0.01953125,0.00390625,0.015625,0.94921875,0.14453125,0.546875,0.00390625,0.00390625,0
592,1135.62,19.23245,9.718041,15.25832,2464,1.96,6.82,24.6,1285.803279,197.4546,29.75390625,22.625,2.01171875,9.7734375,0.73828125,0.3515625,2.01953125,0.2421875,8.5234375,1.2265625,1.00390625,0.7109375,0.3359375,0.49609375,1.13671875,0.140625,0.2734375,0.13671875,0.015625,0.15234375,0.0390625,0.0390625,0.203125,0.05078125,0.02734375,0.62109375,0.8359375,0,0.01171875,3.828125,0.56640625,0.01171875,2.85546875,0.32421875,0,0.00390625,0.01953125,0.17578125,0.1484375,0.25,0.984375,0.46875,0.0234375,0.0234375,0.05078125,5.65625,0.2109375,0.8828125,0.0078125,0.00390625,0.0078125
593,1135.62,19.23245,9.718041,15.25832,2464,2.13,6.82,24.6,1285.803279,197.4546,28.5625,23.640625,1.69921875,9.796875,0.59765625,0.47265625,2.296875,0.28125,8.76171875,1.15234375,1.07421875,0.73046875,0.37109375,0.57421875,1.2578125,0.125,0.39453125,0.13671875,0,0.16015625,0.02734375,0.05859375,0.28515625,0.046875,0.01953125,0.55078125,0.8515625,0,0.046875,3.4921875,0.59375,0.02734375,2.96875,0.28125,0,0.0078125,0.01953125,0.234375,0.1875,0.28515625,0.86328125,0.4765625,0.0234375,0.015625,0.0703125,5.359375,0.09765625,1.0078125,0.01171875,0,0.00390625
594,1135.62,19.23245,9.718041,15.25832,2464,4.29,6.82,24.6,1285.803279,197.4546,28.66015625,35.3984375,1.421875,5.54296875,1.0546875,0.6796875,1.578125,0.9140625,4.59765625,0.78515625,1.59765625,0.6953125,0.22265625,0.421875,0.65234375,0.2109375,0.58984375,0.22265625,0.0234375,0.1171875,0.0390625,0.10546875,0.296875,0.1015625,0.0078125,0.58984375,0.5859375,0.01171875,0.109375,3.19140625,0.3515625,0.0546875,2.546875,0.4296875,0,0.09765625,0.06640625,0.6328125,0.2265625,0.26171875,0.4921875,0.171875,0.04296875,0.01953125,0.07421875,2.91796875,0.13671875,0.87890625,0.1328125,0.00390625,0.03515625
595,18169.97656,24,15,11,3224,0.09,7.65,25.7,1285.803279,197.4546,42.515625,29.42578125,1.0703125,3.984375,1.046875,0.52734375,2.328125,0.62890625,5.44140625,0.5,1.4765625,0.4609375,0.04296875,0.26171875,0.41796875,0.25390625,0.46875,0.12109375,0.01953125,0.01171875,0.22265625,0.046875,0.57421875,0.09375,0.04296875,0.37890625,0.453125,0.00390625,0.20703125,0.7265625,0.4296875,0.0546875,0.49609375,0.03125,0.05078125,0.203125,0.6875,0.46875,0.2890625,0.68359375,0.16796875,0.1640625,0.0546875,0.03125,0.1328125,0.54296875,0.17578125,1.46484375,0.0234375,0.0078125,0.0859375
596,18169.97656,24,15,11,3224,0.57,7.65,25.7,1285.803279,197.4546,40.3671875,30.42578125,1.2421875,4.640625,0.91015625,0.48046875,1.453125,0.7734375,4.80078125,0.48828125,1.23046875,0.64453125,0.109375,0.30078125,0.54296875,0.34375,0.421875,0.109375,0.02734375,0.1015625,0.13671875,0.09765625,0.26953125,0.10546875,0.02734375,0.4140625,0.40625,0.015625,0.078125,1.6640625,0.375,0.08203125,1.23828125,0.08984375,0.015625,0.203125,0.47265625,0.43359375,0.23046875,0.54296875,0.40234375,0.26953125,0.0390625,0.04296875,0.11328125,1.18359375,0.24609375,1.26953125,0.0390625,0.0078125,0.07421875
597,18169.97656,24,15,11,3224,3.38,7.65,25.7,1285.803279,197.4546,42.76171875,30.78515625,1.046875,3.75390625,0.9296875,0.41015625,1.87109375,0.6015625,5.34765625,0.44921875,1.328125,0.3984375,0.015625,0.1796875,0.4765625,0.32421875,0.28515625,0.07421875,0.0390625,0.01171875,0.20703125,0.046875,0.34765625,0.0859375,0.02734375,0.42578125,0.42578125,0.0078125,0.14453125,1.17578125,0.4921875,0.0625,0.41015625,0.01953125,0.03515625,0.22265625,0.7109375,0.30078125,0.20703125,0.71484375,0.33984375,0.16796875,0.05859375,0.01953125,0.1875,0.46484375,0.234375,1.22265625,0.0390625,0.00390625,0.1015625
598,287.6912956,19.23245,9.718041,15.25832,3884,3.74,7.35,24.1,1285.803279,197.4546,24.2578125,34.7265625,0.88671875,11.3671875,0.7421875,1.015625,3.51953125,0.0390625,2.203125,4.06640625,0.83203125,0.578125,0.28515625,0.48828125,0.3828125,0.0234375,1.34375,1.875,0.04296875,0.0390625,0.0234375,0.3984375,0.75390625,0.12109375,0.0078125,0.31640625,0.56640625,0,0.0703125,2.515625,0.75390625,0,3.6328125,0.11328125,0.00390625,0.09375,0.0078125,0.109375,0.12890625,0.61328125,0.1015625,0.203125,0.0234375,0.03515625,0.00390625,0.578125,0.07421875,0.03125,0,0.00390625,0
599,287.6912956,19.23245,9.718041,15.25832,3884,3.3,7.35,24.1,1285.803279,197.4546,23.25390625,33.921875,0.89453125,11.80859375,0.83984375,0.93359375,3.625,0.05078125,2.24609375,4.3671875,0.78515625,0.61328125,0.30859375,0.5234375,0.3515625,0.02734375,1.21875,2.17578125,0.06640625,0.0625,0.03125,0.3984375,0.71484375,0.16015625,0.00390625,0.30859375,0.5234375,0,0.0390625,2.8828125,0.92578125,0.0078125,3.5546875,0.140625,0,0.04296875,0,0.1171875,0.16015625,0.64453125,0.13671875,0.1953125,0.01953125,0.01953125,0.03125,0.75390625,0.0859375,0.0234375,0,0,0.00390625
600,287.6912956,19.23245,9.718041,15.25832,3884,2.92,7.35,24.1,1285.803279,197.4546,23.2109375,35.17578125,0.90234375,11.1171875,0.80859375,1.0078125,3.43359375,0.02734375,2.390625,3.61328125,0.9609375,0.6015625,0.3046875,0.58203125,0.4296875,0.01953125,1.296875,2.2734375,0.0546875,0.0625,0.03125,0.34765625,0.8203125,0.125,0.01171875,0.234375,0.59765625,0,0.01953125,2.484375,0.8125,0.00390625,4.0546875,0.1015625,0,0.03125,0.015625,0.12109375,0.1640625,0.58203125,0.109375,0.1953125,0.0234375,0.03515625,0.0078125,0.71484375,0.06640625,0.015625,0,0,0
601,976.6362403,19.23245,9.718041,2,2360,5.47,7.12,26.6,1285.803279,197.4546,25.07421875,21.83984375,1.6171875,11.83203125,1.5859375,0.51953125,4.16015625,0.1953125,10.8359375,1.15234375,0.7578125,0.6015625,0.30859375,0.796875,0.875,0.01171875,0.51171875,0.23046875,0.0546875,0.03515625,0.02734375,0.0390625,0.5859375,0.04296875,0.03515625,0.453125,2.0625,0,0.0234375,3.546875,0.7890625,0.03125,3.82421875,0.24609375,0.00390625,0.01171875,0.0078125,0.16796875,0.296875,0.37109375,0.50390625,0.27734375,0.01953125,0.03515625,0.1171875,2.19921875,0.0390625,1.0703125,0.01953125,0.015625,0.140625
602,976.6362403,19.23245,9.718041,2,2360,6.7,7.12,26.6,1285.803279,197.4546,27.4140625,19.296875,1.45703125,10.96875,1.28515625,0.74609375,3.828125,0.1171875,10.9921875,1.453125,0.68359375,0.4453125,0.26171875,0.53125,0.90234375,0.0078125,0.91796875,0.171875,0.06640625,0.03515625,0.03515625,0.046875,0.83203125,0.015625,0.01953125,0.40625,1.7421875,0,0.08984375,2.87890625,0.78515625,0.015625,6.91015625,0.2265625,0,0.0390625,0.01953125,0.12890625,0.17578125,0.51171875,0.30859375,0.1796875,0.0234375,0.015625,0.0625,1.82421875,0.05078125,0.9140625,0.01953125,0.00390625,0.13671875
603,976.6362403,19.23245,9.718041,2,2360,6.57,7.12,26.6,1285.803279,197.4546,25.62890625,20.55078125,1.40234375,11.21484375,1.359375,0.578125,4.5078125,0.1484375,10.984375,1.359375,0.78125,0.4921875,0.36328125,0.8828125,0.96484375,0,0.63671875,0.15625,0.05859375,0.03515625,0.0234375,0.03515625,0.76171875,0.0625,0.0234375,0.453125,2.29296875,0.00390625,0.0625,3.234375,0.7890625,0.046875,4.671875,0.1875,0,0.01953125,0.0078125,0.17578125,0.234375,0.53515625,0.375,0.23828125,0.02734375,0.0234375,0.08203125,2.17578125,0.046875,1.18359375,0.015625,0.00390625,0.1015625
604,1828.353892,55.2,18.6,28.2,2553,4.2,6.6,26,1285.803279,197.4546,38.9375,21.76171875,2.24609375,9.828125,1.54296875,0.15625,2.140625,0.92578125,4.09765625,0.5234375,2.375,0.7109375,0.87890625,0.8515625,1.50390625,0.23828125,0.5078125,0.05859375,0.046875,0.25390625,0.140625,0.28515625,0.2734375,0.1640625,0.00390625,0.5703125,0.7890625,0.20703125,0.39453125,1.390625,0.7109375,0.0703125,0.80078125,0.13671875,0.0390625,0.42578125,0.28125,0.33984375,0.46484375,0.18359375,0.19921875,0.27734375,0.04296875,0.05859375,1.35546875,0.25,0.16015625,0.1953125,0.12109375,0,0.08203125
605,1828.353892,55.2,18.6,28.2,2553,2,6.6,26,1285.803279,197.4546,33.64453125,24.95703125,2.4140625,9.421875,1.65234375,0.40234375,2.75390625,1.33984375,3.04296875,0.79296875,2.64453125,0.7734375,1.58203125,1.01953125,1.2578125,0.2109375,0.453125,0.0859375,0.0625,0.29296875,0.1796875,0.37890625,0.29296875,0.20703125,0.046875,0.8359375,0.57421875,0.20703125,0.48046875,1.2890625,0.59765625,0.10546875,1.29296875,0.47265625,0.0546875,0.453125,0.140625,0.56640625,0.2109375,0.15234375,0.08984375,0.28125,0.01953125,0.0546875,1.20703125,0.34765625,0.21484375,0.24609375,0.140625,0,0.0546875
606,1828.353892,55.2,18.6,28.2,2553,3.1,6.6,26,1285.803279,197.4546,36.81640625,23.8046875,2.4453125,10.0859375,1.65234375,0.21875,1.91015625,1.28125,3.703125,0.625,2.4140625,0.66015625,1.09765625,0.8828125,1.45703125,0.21484375,0.3359375,0.04296875,0.0625,0.25390625,0.12109375,0.29296875,0.2890625,0.23046875,0.01171875,0.50390625,0.7421875,0.28125,0.40234375,1.16796875,0.7578125,0.13671875,0.67578125,0.26171875,0.02734375,0.44140625,0.26171875,0.3046875,0.3671875,0.11328125,0.16796875,0.27734375,0.08984375,0.04296875,1.3046875,0.3046875,0.1640625,0.16796875,0.078125,0,0.046875
607,4890.752025,74.4,12.6,29,2827,5.4,6.5,26.2,1285.803279,197.4546,30.484375,19.6875,1.94921875,8.765625,1.38671875,0.42578125,3.69140625,0.12890625,5.23046875,1.38671875,1.203125,1.23828125,0.49609375,0.3984375,2.18359375,0.046875,0.95703125,0.05078125,0.03125,0.19921875,0.00390625,0.12890625,0.51953125,0,0.11328125,0.59375,1,0.00390625,0.0390625,6.8984375,1.1484375,0.24609375,3.4765625,0.0234375,0,1.7890625,0.0703125,0.12890625,0.98046875,0.44921875,0.3359375,0.37109375,0.08984375,0.01171875,0.1328125,1.16796875,0.140625,0.16015625,0.01171875,0.015625,0.0078125
